O*NET-SOC Code,Title,technical_composition,Tech_Stratum,cognitive_skills,social_skills,operations_skills,maintenance_skills,management_skills,technical_skills,AI_Transformation_Classification,AI_Enhancement_Classification
25-3021.00,Self-Enrichment Teachers,0.1386324819129133,Medium-Tech,2.9285714285714284,2.873333333333333,1.78,1.0,2.105,1.72,High Transformation Potential,Not Applicable
25-3041.00,Tutors,0.14162300746850964,Medium-Tech,3.355714285714286,3.375,1.125,1.0,2.145,1.815,High Transformation Potential,Not Applicable
25-4011.00,Archivists,0.13794656681962783,Medium-Tech,3.018571428571429,2.7916666666666665,1.6225,1.0,2.5033333333333334,1.75,High Transformation Potential,Not Applicable
25-4012.00,Curators,0.14554507034099462,Medium-Tech,3.34,3.0416666666666665,1.7525,1.06,3.105,2.095,High Transformation Potential,Not Applicable
25-4013.00,Museum Technicians and Conservators,0.14686212195292309,Medium-Tech,2.8385714285714285,2.7716666666666665,2.095,1.5325,2.395,2.0025,Moderate Transformation Potential,Not Applicable
25-4022.00,Librarians and Media Collections Specialists,0.13279666741724838,Medium-Tech,3.018571428571428,2.9583333333333335,1.375,1.09,2.561666666666667,1.685,High Transformation Potential,Not Applicable
25-4031.00,Library Technicians,0.13046200946284442,Medium-Tech,2.6799999999999997,2.601666666666667,1.6875,1.215,2.23,1.5625,Moderate Transformation Potential,Not Applicable
25-9021.00,Farm and Home Management Educators,0.1484229346862679,Medium-Tech,3.537142857142857,3.625,1.94,1.0625,3.1033333333333335,2.3125,High Transformation Potential,Not Applicable
25-9031.00,Instructional Coordinators,0.12922972558267248,Medium-Tech,3.6628571428571424,3.645,1.5,1.03,2.9983333333333335,1.905,High Transformation Potential,Not Applicable
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.13488589754177335,Medium-Tech,2.9114285714285715,3.3349999999999995,1.6225,1.0,2.355,1.75,High Transformation Potential,Not Applicable
25-9044.00,"Teaching Assistants, Postsecondary",0.15470770266353784,Medium-Tech,2.962857142857143,2.936666666666667,1.7175,1.0,2.1466666666666665,1.97,High Transformation Potential,Not Applicable
27-1011.00,Art Directors,0.11787259397424937,Medium-Tech,3.4285714285714284,3.2283333333333335,1.4975,1.09,2.9166666666666665,1.625,High Transformation Potential,Not Applicable
27-1012.00,Craft Artists,0.12990702943768095,Medium-Tech,2.768571428571428,2.4783333333333335,2.22,1.785,2.268333333333333,1.72,Low Transformation Potential,Not Applicable
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.12835643031502875,Medium-Tech,2.8757142857142854,2.335,2.19,1.25,2.1466666666666665,1.59,Moderate Transformation Potential,Not Applicable
27-1014.00,Special Effects Artists and Animators,0.13855322871671497,Medium-Tech,2.9985714285714287,2.7933333333333334,1.78,1.22,2.461666666666666,1.81,High Transformation Potential,Not Applicable
27-1021.00,Commercial and Industrial Designers,0.17347353327757198,High-Tech,3.2671428571428573,2.978333333333333,2.22,1.22,2.6666666666666665,2.5925,Not Applicable,Minimal Enhancement Potential
27-1022.00,Fashion Designers,0.10767757099620065,Low-Tech,3.552857142857143,3.6233333333333335,1.8125,1.125,3.0833333333333335,1.5925,High Transformation Potential,Not Applicable
27-1023.00,Floral Designers,0.12989480827960637,Medium-Tech,2.91,2.858333333333333,1.4075,1.155,2.3533333333333335,1.595,High Transformation Potential,Not Applicable
27-1024.00,Graphic Designers,0.1452287521351738,Medium-Tech,3.0342857142857147,2.9983333333333335,1.5,1.03,2.4583333333333335,1.8725,High Transformation Potential,Not Applicable
27-1025.00,Interior Designers,0.13537192922178318,Medium-Tech,3.3000000000000003,3.4783333333333335,1.9075,1.0,2.8966666666666665,1.97,High Transformation Potential,Not Applicable
27-1026.00,Merchandise Displayers and Window Trimmers,0.13160685705470604,Medium-Tech,2.8057142857142856,2.731666666666666,1.81,1.125,2.25,1.625,High Transformation Potential,Not Applicable
27-1027.00,Set and Exhibit Designers,0.14032150033489618,Medium-Tech,3.34,3.0833333333333335,1.875,1.535,3.0016666666666665,2.095,High Transformation Potential,Not Applicable
27-2011.00,Actors,0.11209376545152155,Low-Tech,2.697142857142857,2.75,1.0625,1.0,1.8966666666666665,1.1875,Moderate Transformation Potential,Not Applicable
27-2012.00,Producers and Directors,0.12227436480849449,Medium-Tech,3.3385714285714285,3.315,2.095,1.1875,3.2900000000000005,1.8425,High Transformation Potential,Not Applicable
27-2012.03,Media Programming Directors,0.10909817503663247,Low-Tech,3.678571428571429,3.436666666666667,2.065,1.0,3.355,1.6575,High Transformation Potential,Not Applicable
27-2012.04,Talent Directors,0.1286019555785793,Medium-Tech,3.1799999999999997,3.23,1.2825,1.0,2.5216666666666665,1.655,High Transformation Potential,Not Applicable
27-2012.05,Media Technical Directors/Managers,0.10867469153471837,Low-Tech,3.3757142857142854,3.231666666666667,2.8425,1.845,2.7916666666666665,1.7175,Moderate Transformation Potential,Not Applicable
27-2021.00,Athletes and Sports Competitors,0.12684563758389264,Medium-Tech,3.018571428571428,3.0833333333333335,2.0025,1.22,2.2916666666666665,1.6875,High Transformation Potential,Not Applicable
27-2022.00,Coaches and Scouts,0.1069276550328706,Low-Tech,3.821428571428571,3.98,2.03,1.22,3.293333333333333,1.7175,Moderate Transformation Potential,Not Applicable
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.13405909486597092,Medium-Tech,2.9285714285714284,2.855,1.5625,1.06,1.8966666666666665,1.595,High Transformation Potential,Not Applicable
27-2031.00,Dancers,0.11034047919293824,Low-Tech,2.5357142857142856,2.605,1.095,1.0,1.8349999999999995,1.125,Moderate Transformation Potential,Not Applicable
27-2032.00,Choreographers,0.10668496046130028,Low-Tech,3.2857142857142856,3.4583333333333335,1.1875,1.0,2.5400000000000005,1.37,High Transformation Potential,Not Applicable
27-2041.00,Music Directors and Composers,0.1310437539171428,Medium-Tech,3.107142857142857,3.063333333333333,1.375,1.095,2.7483333333333335,1.7175,High Transformation Potential,Not Applicable
27-2042.00,Musicians and Singers,0.12593199672177025,Medium-Tech,2.642857142857143,2.811666666666667,1.625,1.185,2.1466666666666665,1.5,Moderate Transformation Potential,Not Applicable
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.10668744294974046,Low-Tech,2.9457142857142857,2.9399999999999995,2.06,1.465,2.1233333333333335,1.3775,Moderate Transformation Potential,Not Applicable
27-3023.00,"News Analysts, Reporters, and Journalists",0.1262261973456434,Medium-Tech,2.858571428571428,3.0416666666666665,1.5625,1.0,2.3533333333333335,1.5625,High Transformation Potential,Not Applicable
27-3031.00,Public Relations Specialists,0.12359849796266212,Medium-Tech,3.2528571428571427,3.5,1.25,1.0,2.75,1.6575,High Transformation Potential,Not Applicable
27-3041.00,Editors,0.123362828588846,Medium-Tech,3.0171428571428573,2.956666666666667,1.845,1.0,2.48,1.59,High Transformation Potential,Not Applicable
27-3042.00,Technical Writers,0.12169088887973978,Medium-Tech,2.962857142857143,2.645,1.4675,1.0,2.0833333333333335,1.4075,High Transformation Potential,Not Applicable
27-3043.00,Writers and Authors,0.12173544204084105,Medium-Tech,2.892857142857143,3.17,1.125,1.0,2.1650000000000005,1.435,High Transformation Potential,Not Applicable
27-3043.05,"Poets, Lyricists and Creative Writers",0.13726496621798565,Medium-Tech,3.0357142857142856,2.6033333333333335,1.1875,1.0,1.9783333333333335,1.56,High Transformation Potential,Not Applicable
27-3091.00,Interpreters and Translators,0.126392809024124,Medium-Tech,3.0142857142857147,2.9166666666666665,1.5625,1.0,2.0816666666666666,1.53,High Transformation Potential,Not Applicable
27-3092.00,Court Reporters and Simultaneous Captioners,0.11772497723321469,Medium-Tech,2.16,1.875,1.875,1.2825,1.6883333333333332,1.185,Moderate Transformation Potential,Not Applicable
27-4011.00,Audio and Video Technicians,0.11086223670218784,Low-Tech,3.052857142857143,2.8733333333333335,3.0325,2.47,2.606666666666666,1.75,Low Transformation Potential,Not Applicable
27-4012.00,Broadcast Technicians,0.13825693845005926,Medium-Tech,3.105714285714286,2.606666666666666,3.095,2.655,2.561666666666667,2.25,Low Transformation Potential,Not Applicable
27-4014.00,Sound Engineering Technicians,0.11876901474373977,Medium-Tech,2.855714285714286,2.8333333333333335,2.9375,2.28,2.5416666666666665,1.8125,Moderate Transformation Potential,Not Applicable
27-4021.00,Photographers,0.12670078641867433,Medium-Tech,3.0328571428571434,2.98,2.3725,1.7525,2.355,1.8125,High Transformation Potential,Not Applicable
27-4031.00,"Camera Operators, Television, Video, and Film",0.11029974726061793,Low-Tech,2.891428571428572,2.8349999999999995,2.755,2.0925,2.2916666666666665,1.595,Moderate Transformation Potential,Not Applicable
27-4032.00,Film and Video Editors,0.11774121262564825,Medium-Tech,2.9800000000000004,2.668333333333333,2.1275,1.3775,2.33,1.5325,Moderate Transformation Potential,Not Applicable
29-1011.00,Chiropractors,0.15992055107129274,High-Tech,3.214285714285715,3.145,1.785,1.0,2.688333333333333,2.2525,Not Applicable,Minimal Enhancement Potential
29-1021.00,"Dentists, General",0.14721427532366774,Medium-Tech,3.66,3.605,2.595,1.6275,3.168333333333333,2.53,Moderate Transformation Potential,Not Applicable
29-1022.00,Oral and Maxillofacial Surgeons,0.14773375455223553,Medium-Tech,3.714285714285715,3.145,2.5649999999999995,1.72,2.73,2.405,Moderate Transformation Potential,Not Applicable
29-1023.00,Orthodontists,0.1415569135005883,Medium-Tech,3.678571428571429,3.4399999999999995,2.2825,1.25,2.811666666666667,2.22,High Transformation Potential,Not Applicable
29-1024.00,Prosthodontists,0.1423668143924133,Medium-Tech,3.358571428571428,3.081666666666667,2.34,1.7525,2.645,2.1875,High Transformation Potential,Not Applicable
29-1031.00,Dietitians and Nutritionists,0.15575909260344,Medium-Tech,3.75,3.6466666666666665,1.815,1.0,3.0,2.4375,High Transformation Potential,Not Applicable
29-1041.00,Optometrists,0.17330433280462335,High-Tech,3.212857142857142,3.3349999999999995,2.2175,1.0,2.768333333333334,2.6275,Not Applicable,Minimal Enhancement Potential
29-1051.00,Pharmacists,0.1588613193054327,High-Tech,3.4985714285714287,3.293333333333333,2.03,1.0625,3.0216666666666665,2.4375,Not Applicable,Minimal Enhancement Potential
29-1071.00,Physician Assistants,0.16781246391316063,High-Tech,3.642857142857143,3.456666666666667,1.9075,1.03,2.831666666666667,2.595,Not Applicable,Low Enhancement Potential
29-1071.01,Anesthesiologist Assistants,0.1434550210394632,Medium-Tech,3.1242857142857146,2.8533333333333335,2.94,1.97,2.561666666666667,2.2525,Moderate Transformation Potential,Not Applicable
29-1081.00,Podiatrists,0.16216772501696156,High-Tech,3.6257142857142854,3.1683333333333334,2.1875,1.3125,2.7900000000000005,2.5325,Not Applicable,Minimal Enhancement Potential
29-1122.00,Occupational Therapists,0.13620848458579402,Medium-Tech,3.75,3.645,1.935,1.0625,2.893333333333333,2.095,High Transformation Potential,Not Applicable
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.1335436115279933,Medium-Tech,3.3228571428571425,3.4599999999999995,1.9375,1.03,2.4150000000000005,1.875,High Transformation Potential,Not Applicable
29-1123.00,Physical Therapists,0.13564317629536726,Medium-Tech,3.4285714285714284,3.438333333333333,2.0625,1.4075,2.7899999999999996,2.06,High Transformation Potential,Not Applicable
29-1124.00,Radiation Therapists,0.14160997983647605,Medium-Tech,3.0357142857142856,3.02,3.0649999999999995,2.155,2.56,2.2825,Low Transformation Potential,Not Applicable
29-1125.00,Recreational Therapists,0.12814194999338535,Medium-Tech,3.3414285714285716,3.75,1.72,1.095,2.6466666666666665,1.845,High Transformation Potential,Not Applicable
29-1126.00,Respiratory Therapists,0.14330869232730054,Medium-Tech,3.34,3.2716666666666665,2.8149999999999995,1.97,2.606666666666666,2.3425,Moderate Transformation Potential,Not Applicable
29-1127.00,Speech-Language Pathologists,0.14250431205512953,Medium-Tech,3.787142857142857,3.4599999999999995,1.9025,1.125,2.3316666666666666,2.095,High Transformation Potential,Not Applicable
29-1128.00,Exercise Physiologists,0.158561324634026,High-Tech,3.41,3.436666666666667,2.06,1.3425,2.5399999999999996,2.41,Not Applicable,Minimal Enhancement Potential
29-1129.01,Art Therapists,0.13926127900224694,Medium-Tech,3.448571428571428,3.4150000000000005,1.4675,1.22,2.625,1.97,High Transformation Potential,Not Applicable
29-1129.02,Music Therapists,0.12315633601325181,Medium-Tech,3.3757142857142854,3.5416666666666665,1.78,1.155,2.625,1.7525,High Transformation Potential,Not Applicable
29-1131.00,Veterinarians,0.16798408048200766,High-Tech,3.5199999999999996,3.0849999999999995,2.0325,1.2175,2.688333333333333,2.5325,Not Applicable,Minimal Enhancement Potential
29-1141.00,Registered Nurses,0.14917266932087542,Medium-Tech,3.4114285714285715,3.5,2.5024999999999995,1.25,2.5400000000000005,2.315,Moderate Transformation Potential,Not Applicable
29-1141.01,Acute Care Nurses,0.1472465633488734,Medium-Tech,3.552857142857143,3.5216666666666665,2.565,1.22,2.706666666666667,2.3425,Moderate Transformation Potential,Not Applicable
29-1141.02,Advanced Practice Psychiatric Nurses,0.14960844945986104,Medium-Tech,3.5728571428571425,3.790000000000001,1.345,1.0,2.8966666666666665,2.2175,High Transformation Potential,Not Applicable
29-1141.03,Critical Care Nurses,0.14742771088784393,Medium-Tech,3.6257142857142854,3.561666666666667,2.6875,1.1875,2.686666666666667,2.3775,Moderate Transformation Potential,Not Applicable
29-1141.04,Clinical Nurse Specialists,0.14185735150925027,Medium-Tech,3.732857142857142,3.686666666666667,2.19,1.03,2.7899999999999996,2.22,High Transformation Potential,Not Applicable
29-1151.00,Nurse Anesthetists,0.14755007704160247,Medium-Tech,3.731428571428572,3.418333333333333,2.8774999999999995,2.0,2.7916666666666665,2.565,Moderate Transformation Potential,Not Applicable
29-1161.00,Nurse Midwives,0.14919383905615494,Medium-Tech,3.6257142857142854,3.438333333333333,1.9375,1.0625,2.581666666666667,2.2175,High Transformation Potential,Not Applicable
29-1171.00,Nurse Practitioners,0.15740003186235463,High-Tech,3.82,3.5,1.9975,1.155,2.75,2.47,Not Applicable,Low Enhancement Potential
29-1181.00,Audiologists,0.1440264816604405,Medium-Tech,3.6257142857142854,3.3533333333333335,2.5600000000000005,1.9025,2.688333333333333,2.3775,Moderate Transformation Potential,Not Applicable
29-1211.00,Anesthesiologists,0.15041254246760696,Medium-Tech,3.7471428571428578,3.186666666666667,2.8100000000000005,1.095,2.9150000000000005,2.435,Moderate Transformation Potential,Not Applicable
29-1213.00,Dermatologists,0.1657758832691204,High-Tech,3.3742857142857146,3.4583333333333335,1.595,1.0625,2.625,2.4075,Not Applicable,Low Enhancement Potential
29-1215.00,Family Medicine Physicians,0.15405444494439804,Medium-Tech,3.732857142857142,3.356666666666666,1.715,1.0625,2.6666666666666665,2.2825,High Transformation Potential,Not Applicable
29-1216.00,General Internal Medicine Physicians,0.16663354075251885,High-Tech,3.661428571428571,3.3733333333333335,1.9375,1.2775,2.7283333333333335,2.595,Not Applicable,Low Enhancement Potential
29-1217.00,Neurologists,0.16516673054810269,High-Tech,3.641428571428572,3.52,1.875,1.095,2.8333333333333335,2.565,Not Applicable,Low Enhancement Potential
29-1218.00,Obstetricians and Gynecologists,0.1527644665105975,Medium-Tech,3.7857142857142856,3.396666666666667,1.845,1.0,2.811666666666667,2.315,High Transformation Potential,Not Applicable
29-1221.00,"Pediatricians, General",0.15392264573092007,Medium-Tech,3.8042857142857143,3.481666666666666,1.6275,1.0,2.6466666666666665,2.285,High Transformation Potential,Not Applicable
29-1222.00,"Physicians, Pathologists",0.1720996831586644,High-Tech,3.5171428571428573,3.061666666666667,2.25,1.155,2.956666666666667,2.69,Not Applicable,Minimal Enhancement Potential
29-1223.00,Psychiatrists,0.15711516833768038,High-Tech,3.892857142857143,3.7516666666666665,1.3125,1.0,2.6233333333333335,2.345,Not Applicable,Low Enhancement Potential
29-1224.00,Radiologists,0.14717565127676038,Medium-Tech,3.5700000000000003,3.313333333333333,2.78,1.405,2.7083333333333335,2.3775,Moderate Transformation Potential,Not Applicable
29-1229.01,Allergists and Immunologists,0.16666798810703667,High-Tech,3.605714285714286,3.3333333333333335,1.625,1.095,2.8533333333333335,2.5025,Not Applicable,Low Enhancement Potential
29-1229.02,Hospitalists,0.1586165772212284,High-Tech,3.6757142857142857,3.5833333333333335,1.6875,1.03,2.6216666666666666,2.375,Not Applicable,Low Enhancement Potential
29-1229.03,Urologists,0.15014192406299598,Medium-Tech,3.518571428571428,3.2733333333333334,2.4075,1.125,2.9350000000000005,2.3425,High Transformation Potential,Not Applicable
29-1229.04,Physical Medicine and Rehabilitation Physicians,0.16053729079781184,High-Tech,3.48,3.476666666666667,2.125,1.0625,2.7716666666666665,2.47,Not Applicable,Minimal Enhancement Potential
29-1229.05,Preventive Medicine Physicians,0.15723793677204656,High-Tech,3.928571428571429,3.686666666666667,1.6875,1.0,3.0833333333333335,2.4975,Not Applicable,Low Enhancement Potential
29-1229.06,Sports Medicine Physicians,0.14639885643074443,Medium-Tech,3.6957142857142857,3.5833333333333335,2.5,1.125,2.9583333333333335,2.3775,High Transformation Potential,Not Applicable
29-1241.00,"Ophthalmologists, Except Pediatric",0.15866529038781574,High-Tech,3.661428571428571,3.6666666666666665,2.5925,1.47,2.8733333333333335,2.69,Not Applicable,Minimal Enhancement Potential
29-1291.00,Acupuncturists,0.13772920944790715,Medium-Tech,3.0157142857142856,2.9983333333333335,1.875,1.125,2.3333333333333335,1.8125,High Transformation Potential,Not Applicable
29-1292.00,Dental Hygienists,0.1371751025991792,Medium-Tech,2.857142857142857,2.936666666666667,2.44,1.655,2.125,1.91,Moderate Transformation Potential,Not Applicable
29-1299.01,Naturopathic Physicians,0.1584168115800044,High-Tech,3.484285714285714,3.3533333333333335,1.7175,1.03,2.686666666666667,2.31,Not Applicable,Low Enhancement Potential
29-1299.02,Orthoptists,0.17919923541659555,High-Tech,3.3042857142857143,3.0849999999999995,1.5625,1.0625,2.436666666666667,2.5,Not Applicable,Low Enhancement Potential
29-2011.00,Medical and Clinical Laboratory Technologists,0.15170450851351255,Medium-Tech,3.0885714285714285,2.9166666666666665,3.065,2.2825,2.6266666666666665,2.5,Low Transformation Potential,Not Applicable
29-2011.01,Cytogenetic Technologists,0.1551916726024736,Medium-Tech,3.144285714285714,2.688333333333333,2.47,1.4975,2.625,2.2825,High Transformation Potential,Not Applicable
29-2011.02,Cytotechnologists,0.156621613782702,High-Tech,2.91,2.648333333333333,2.56,1.6875,2.31,2.25,Not Applicable,Minimal Enhancement Potential
29-2011.04,Histotechnologists,0.1443792282488273,Medium-Tech,2.948571428571428,2.706666666666667,2.8100000000000005,2.0,2.4983333333333335,2.1875,Moderate Transformation Potential,Not Applicable
29-2012.00,Medical and Clinical Laboratory Technicians,0.15402317622692216,Medium-Tech,2.9457142857142857,2.8733333333333335,2.9675,2.28,2.5,2.47,Moderate Transformation Potential,Not Applicable
29-2031.00,Cardiovascular Technologists and Technicians,0.14390139792978338,Medium-Tech,3.0700000000000003,3.0400000000000005,3.03,1.9375,2.293333333333333,2.2475,Low Transformation Potential,Not Applicable
29-2032.00,Diagnostic Medical Sonographers,0.13875411042380478,Medium-Tech,3.0885714285714285,3.1033333333333335,2.81,1.9975,2.3766666666666665,2.155,Moderate Transformation Potential,Not Applicable
29-2033.00,Nuclear Medicine Technologists,0.1560194967162221,High-Tech,3.052857142857143,2.981666666666666,2.845,1.9375,2.355,2.435,Not Applicable,Minimal Enhancement Potential
29-2034.00,Radiologic Technologists and Technicians,0.12888819692549738,Medium-Tech,2.7514285714285713,2.936666666666667,2.9975000000000005,1.72,2.25,1.8725,Low Transformation Potential,Not Applicable
29-2035.00,Magnetic Resonance Imaging Technologists,0.14261291567859702,Medium-Tech,2.91,2.956666666666667,3.0275,1.625,2.436666666666667,2.155,Low Transformation Potential,Not Applicable
29-2036.00,Medical Dosimetrists,0.17830173046421893,High-Tech,3.354285714285715,3.0216666666666665,2.25,1.0625,2.7083333333333335,2.69,Not Applicable,Minimal Enhancement Potential
29-2051.00,Dietetic Technicians,0.14448318467241,Medium-Tech,2.995714285714286,3.02,2.4375,1.0,2.581666666666667,2.0325,Moderate Transformation Potential,Not Applicable
29-2052.00,Pharmacy Technicians,0.1566143487473971,High-Tech,2.908571428571429,2.6650000000000005,2.06,1.0,2.311666666666667,2.0325,Not Applicable,Minimal Enhancement Potential
29-2053.00,Psychiatric Technicians,0.13437494580956177,Medium-Tech,3.0885714285714285,3.4983333333333335,1.905,1.06,2.3333333333333335,1.845,High Transformation Potential,Not Applicable
29-2055.00,Surgical Technologists,0.12482345566188076,Medium-Tech,2.981428571428572,2.893333333333333,2.97,2.22,2.73,1.9675,Moderate Transformation Potential,Not Applicable
29-2056.00,Veterinary Technologists and Technicians,0.15059359245405757,Medium-Tech,3.0700000000000003,2.956666666666667,2.595,1.8725,2.563333333333333,2.315,Moderate Transformation Potential,Not Applicable
29-2057.00,Ophthalmic Medical Technicians,0.13614766928156635,Medium-Tech,2.642857142857143,2.6650000000000005,2.1225,1.78,1.893333333333333,1.75,Moderate Transformation Potential,Not Applicable
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.14358916605664734,Medium-Tech,3.25,3.5,2.2475,1.03,2.6466666666666665,2.125,High Transformation Potential,Not Applicable
29-2081.00,"Opticians, Dispensing",0.13891205787383043,Medium-Tech,2.891428571428572,3.1466666666666665,2.375,1.625,2.375,2.0025,Moderate Transformation Potential,Not Applicable
29-2091.00,Orthotists and Prosthetists,0.1566449410760788,High-Tech,3.481428571428572,3.27,2.5925,1.7825,2.5216666666666665,2.535,Not Applicable,Minimal Enhancement Potential
29-2092.00,Hearing Aid Specialists,0.12234177474123473,Medium-Tech,2.888571428571429,3.206666666666667,2.435,1.8425,2.3966666666666665,1.78,Moderate Transformation Potential,Not Applicable
29-2099.01,Neurodiagnostic Technologists,0.13048627395248583,Medium-Tech,2.995714285714286,2.768333333333334,2.97,1.875,2.5016666666666665,1.9675,Moderate Transformation Potential,Not Applicable
29-2099.05,Ophthalmic Medical Technologists,0.14567265739998062,Medium-Tech,2.7671428571428573,3.061666666666667,2.155,1.345,2.2099999999999995,1.9675,Moderate Transformation Potential,Not Applicable
29-2099.08,Patient Representatives,0.13943319838056678,Medium-Tech,2.9271428571428575,3.563333333333333,1.25,1.0,2.6466666666666665,1.845,High Transformation Potential,Not Applicable
29-9091.00,Athletic Trainers,0.12862647507425545,Medium-Tech,3.4114285714285715,3.3100000000000005,2.375,1.2175,2.608333333333333,1.9075,High Transformation Potential,Not Applicable
29-9092.00,Genetic Counselors,0.16752609734624577,High-Tech,3.1799999999999997,3.186666666666667,1.25,1.0,2.4149999999999996,2.22,Not Applicable,Low Enhancement Potential
29-9093.00,Surgical Assistants,0.14176402156281234,Medium-Tech,3.032857142857143,3.0,2.75,1.25,2.438333333333333,2.06,Moderate Transformation Potential,Not Applicable
29-9099.01,Midwives,0.14629578766011636,Medium-Tech,3.305714285714285,3.393333333333333,1.845,1.125,2.5416666666666665,2.0925,High Transformation Potential,Not Applicable
31-1121.00,Home Health Aides,0.12143889786546476,Medium-Tech,2.8214285714285716,3.206666666666667,1.8125,1.0,2.2283333333333335,1.53,High Transformation Potential,Not Applicable
31-1122.00,Personal Care Aides,0.12179219893104888,Medium-Tech,2.7157142857142853,3.1266666666666665,2.065,1.0,2.125,1.53,Moderate Transformation Potential,Not Applicable
31-1131.00,Nursing Assistants,0.13144345091873832,Medium-Tech,2.607142857142857,2.8533333333333335,2.0,1.0625,2.0,1.5925,Moderate Transformation Potential,Not Applicable
31-1132.00,Orderlies,0.11654652864343397,Medium-Tech,2.2285714285714286,2.731666666666667,1.94,1.0925,1.7099999999999995,1.28,Moderate Transformation Potential,Not Applicable
31-1133.00,Psychiatric Aides,0.12534652928906187,Medium-Tech,2.9642857142857144,3.355,2.0,1.0,2.2116666666666664,1.6525,High Transformation Potential,Not Applicable
31-2011.00,Occupational Therapy Assistants,0.12641843971631206,Medium-Tech,3.0,3.3149999999999995,2.035,1.3425,2.625,1.7825,High Transformation Potential,Not Applicable
31-2012.00,Occupational Therapy Aides,0.11857643130548091,Medium-Tech,2.9285714285714284,3.188333333333333,2.065,1.3125,2.1016666666666666,1.56,Moderate Transformation Potential,Not Applicable
31-2021.00,Physical Therapist Assistants,0.14059688427059186,Medium-Tech,3.0357142857142856,3.081666666666667,2.4025,1.6225,2.48,2.065,High Transformation Potential,Not Applicable
31-2022.00,Physical Therapist Aides,0.1392557136370516,Medium-Tech,2.731428571428572,2.936666666666667,1.935,1.1875,2.0416666666666665,1.7525,Moderate Transformation Potential,Not Applicable
31-9011.00,Massage Therapists,0.14369782400437936,Medium-Tech,2.7842857142857147,2.5216666666666665,1.3775,1.0,2.0,1.625,Moderate Transformation Potential,Not Applicable
31-9091.00,Dental Assistants,0.13248000835341925,Medium-Tech,2.7671428571428573,2.8733333333333335,2.31,1.69,2.2283333333333335,1.8125,Moderate Transformation Potential,Not Applicable
31-9092.00,Medical Assistants,0.1449865520448433,Medium-Tech,3.015714285714286,3.2283333333333335,2.1225,1.405,2.3766666666666665,2.06,High Transformation Potential,Not Applicable
31-9093.00,Medical Equipment Preparers,0.12220179951681127,Medium-Tech,2.8228571428571425,2.395,3.1575,2.3125,2.331666666666667,1.8125,Minimal Transformation Potential,Not Applicable
31-9094.00,Medical Transcriptionists,0.13888409647700217,Medium-Tech,2.622857142857143,2.2083333333333335,1.31,1.0,1.7716666666666665,1.4375,Moderate Transformation Potential,Not Applicable
31-9095.00,Pharmacy Aides,0.14627274505967522,Medium-Tech,2.6257142857142854,2.6266666666666665,1.845,1.25,2.0416666666666665,1.78,Moderate Transformation Potential,Not Applicable
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.15747036847904963,High-Tech,2.7157142857142853,2.706666666666667,2.06,1.465,2.2483333333333335,2.0925,Not Applicable,Minimal Enhancement Potential
31-9097.00,Phlebotomists,0.14165323107760686,Medium-Tech,2.7142857142857144,2.956666666666667,2.315,1.4675,2.2716666666666665,1.935,Moderate Transformation Potential,Not Applicable
31-9099.01,Speech-Language Pathology Assistants,0.14002749487978003,Medium-Tech,2.9271428571428575,3.0,1.5625,1.1875,2.27,1.7825,High Transformation Potential,Not Applicable
31-9099.02,Endoscopy Technicians,0.11272287945252131,Low-Tech,2.802857142857143,2.7716666666666665,2.9375,2.285,2.23,1.655,Moderate Transformation Potential,Not Applicable
33-1011.00,First-Line Supervisors of Correctional Officers,0.1180670831908309,Medium-Tech,3.265714285714286,3.52,1.9675,1.0,2.8333333333333335,1.685,High Transformation Potential,Not Applicable
33-1012.00,First-Line Supervisors of Police and Detectives,0.1086054483131878,Low-Tech,3.607142857142857,3.731666666666667,2.28,1.375,3.1233333333333335,1.72,High Transformation Potential,Not Applicable
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.11881320443711856,Medium-Tech,3.2485714285714287,3.455,2.5925,1.9375,2.895,1.905,Moderate Transformation Potential,Not Applicable
33-2011.00,Firefighters,0.12169386192271442,Medium-Tech,3.144285714285714,3.186666666666667,3.0,2.3475,2.5216666666666665,1.9675,Low Transformation Potential,Not Applicable
33-2021.00,Fire Inspectors and Investigators,0.13748753738783648,Medium-Tech,2.9985714285714287,3.168333333333333,2.4675,1.1225,2.601666666666667,1.97,Moderate Transformation Potential,Not Applicable
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.1229045399318653,Medium-Tech,3.1771428571428575,3.1266666666666665,2.375,1.845,2.625,1.8425,High Transformation Potential,Not Applicable
33-3011.00,Bailiffs,0.10721024823884603,Low-Tech,2.642857142857143,2.94,1.6575,1.0,1.8983333333333337,1.2175,Moderate Transformation Potential,Not Applicable
