O*NET-SOC Code,Title,technical_composition,cognitive_skills,social_skills,operations_skills,maintenance_skills,management_skills,technical_skills,AI_Benefit_Classification,AI_Benefit_Score
53-1042.01,Recycling Coordinators,0.12305805396565822,3.0171428571428573,3.0816666666666666,2.1575,1.0625,2.938333333333333,1.72,Moderate AI Benefit,1.5374889031655181
29-1181.00,Audiologists,0.1440264816604405,3.6257142857142854,3.3533333333333335,2.5600000000000005,1.9025,2.688333333333333,2.3775,Low AI Benefit,1.5368129239067796
29-1125.00,Recreational Therapists,0.12814194999338535,3.3414285714285716,3.75,1.72,1.095,2.6466666666666665,1.845,Low AI Benefit,1.5364373011673247
11-3071.00,"Transportation, Storage, and Distribution Managers",0.1182551826450325,3.372857142857143,3.4983333333333335,2.22,1.09,3.3333333333333335,1.8125,Low AI Benefit,1.529649091638566
43-4031.00,"Court, Municipal, and License Clerks",0.1390851289297068,2.642857142857143,2.7083333333333335,1.5625,1.22,2.311666666666667,1.6875,Low AI Benefit,1.5296372369682598
13-2061.00,Financial Examiners,0.1376320983336248,3.6628571428571424,3.23,1.5,1.0,2.935,1.9675,Moderate AI Benefit,1.5295516298819727
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.1165377251288118,3.537142857142857,3.768333333333334,2.0625,1.0,3.145,1.7825,Minimal AI Benefit,1.5295427522365554
29-1151.00,Nurse Anesthetists,0.14755007704160247,3.731428571428572,3.418333333333333,2.8774999999999995,2.0,2.7916666666666665,2.565,Low AI Benefit,1.5291157458360851
43-9041.00,Insurance Claims and Policy Processing Clerks,0.131002009417269,2.6957142857142857,2.9150000000000005,1.4675,1.0,2.27,1.56,Moderate AI Benefit,1.5259356043890129
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.16635670816153716,3.627142857142857,3.27,1.935,1.0,2.7083333333333335,2.5025,High AI Benefit,1.5255758595177609
15-1241.01,Telecommunications Engineering Specialists,0.149946881165579,3.0700000000000003,2.936666666666667,2.78,2.4675,2.7483333333333335,2.47,Low AI Benefit,1.5253140840795267
29-1141.01,Acute Care Nurses,0.1472465633488734,3.552857142857143,3.5216666666666665,2.565,1.22,2.706666666666667,2.3425,Low AI Benefit,1.523535590768676
29-1129.02,Music Therapists,0.12315633601325181,3.3757142857142854,3.5416666666666665,1.78,1.155,2.625,1.7525,Moderate AI Benefit,1.5226007474749523
27-3091.00,Interpreters and Translators,0.126392809024124,3.0142857142857147,2.9166666666666665,1.5625,1.0,2.0816666666666666,1.53,Moderate AI Benefit,1.518862926822529
13-2023.00,Appraisers and Assessors of Real Estate,0.14594684754809295,2.857142857142857,2.8533333333333335,1.965,1.0,2.2966666666666664,1.875,Moderate AI Benefit,1.5188496807040397
39-2011.00,Animal Trainers,0.12385221210031575,3.0171428571428573,3.0216666666666665,1.905,1.03,2.5216666666666665,1.625,Moderate AI Benefit,1.5154351233034862
27-3041.00,Editors,0.123362828588846,3.0171428571428573,2.956666666666667,1.845,1.0,2.48,1.59,Moderate AI Benefit,1.5148889476800085
21-1021.00,"Child, Family, and School Social Workers",0.12284832871137658,3.5714285714285716,3.7483333333333335,1.8425,1.0,2.5649999999999995,1.7825,Low AI Benefit,1.5132012933469607
25-4013.00,Museum Technicians and Conservators,0.14686212195292309,2.8385714285714285,2.7716666666666665,2.095,1.5325,2.395,2.0025,Low AI Benefit,1.5131186173114213
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.15747036847904963,2.7157142857142853,2.706666666666667,2.06,1.465,2.2483333333333335,2.0925,Low AI Benefit,1.510949861105245
25-3021.00,Self-Enrichment Teachers,0.1386324819129133,2.9285714285714284,2.873333333333333,1.78,1.0,2.105,1.72,Low AI Benefit,1.5060232105047202
43-5011.01,Freight Forwarders,0.13334654420760603,2.9457142857142857,3.2283333333333335,1.7175,1.375,2.7083333333333335,1.8425,Moderate AI Benefit,1.5059331428218592
13-1121.00,"Meeting, Convention, and Event Planners",0.1120573316580576,3.3042857142857147,3.5866666666666664,2.0,1.53,3.2083333333333335,1.72,Moderate AI Benefit,1.5049387560412972
33-3051.04,Customs and Border Protection Officers,0.131127010955713,3.122857142857143,3.188333333333333,2.125,1.0,2.375,1.7825,Low AI Benefit,1.503950490725948
11-3051.06,Hydroelectric Production Managers,0.1447125765401553,3.4985714285714287,3.356666666666666,3.1575,2.125,3.3766666666666665,2.625,Low AI Benefit,1.502970208366734
43-6013.00,Medical Secretaries and Administrative Assistants,0.1321916118861996,2.587142857142857,2.643333333333334,1.28,1.0,2.1233333333333335,1.4675,Low AI Benefit,1.5024146892207464
17-3024.01,Robotics Technicians,0.15334466938304087,3.1771428571428575,2.7533333333333325,3.6875,3.53,2.56,2.845,Low AI Benefit,1.501158723793024
29-1141.03,Critical Care Nurses,0.14742771088784393,3.6257142857142854,3.561666666666667,2.6875,1.1875,2.686666666666667,2.3775,Low AI Benefit,1.5008838928693586
11-3051.04,Biomass Power Plant Managers,0.1279514796611942,3.3742857142857146,3.1466666666666665,3.125,1.9375,3.3083333333333336,2.185,Low AI Benefit,1.5006516073856084
11-9141.00,"Property, Real Estate, and Community Association Managers",0.13276054689578123,2.961428571428572,3.2283333333333335,1.7175,1.03,2.706666666666667,1.7825,Moderate AI Benefit,1.4984773903257107
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0.1306987481313496,2.697142857142857,2.7283333333333335,1.5025,1.0,2.2483333333333335,1.53,Low AI Benefit,1.4965646660787713
29-2051.00,Dietetic Technicians,0.14448318467241,2.995714285714286,3.02,2.4375,1.0,2.581666666666667,2.0325,Moderate AI Benefit,1.49557805111534
11-9199.08,Loss Prevention Managers,0.11473824761729362,3.538571428571428,3.665000000000001,2.28,1.0,3.25,1.78,Minimal AI Benefit,1.4944767238033847
27-2023.00,"Umpires, Referees, and Other Sports Officials",0.13405909486597092,2.9285714285714284,2.855,1.5625,1.06,1.8966666666666665,1.595,Low AI Benefit,1.4939330225070886
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.1557725122914735,3.6628571428571424,3.52,1.905,1.0625,2.7483333333333335,2.38,High AI Benefit,1.4930847454011096
31-2021.00,Physical Therapist Assistants,0.14059688427059186,3.0357142857142856,3.081666666666667,2.4025,1.6225,2.48,2.065,Moderate AI Benefit,1.4901009997089765
11-9151.00,Social and Community Service Managers,0.1352108835292692,3.6628571428571424,3.6466666666666665,1.905,1.0,3.3766666666666665,2.125,Minimal AI Benefit,1.489535711400061
29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.14358916605664734,3.25,3.5,2.2475,1.03,2.6466666666666665,2.125,Moderate AI Benefit,1.4888954145315991
27-3042.00,Technical Writers,0.12169088887973978,2.962857142857143,2.645,1.4675,1.0,2.0833333333333335,1.4075,Low AI Benefit,1.4864240634600416
25-1082.00,"Library Science Teachers, Postsecondary",0.14500293918948562,3.552857142857143,3.1650000000000005,1.28,1.0,2.6033333333333335,1.9675,High AI Benefit,1.4857662395441522
23-1011.00,Lawyers,0.11827397972446062,3.6242857142857146,3.581666666666667,1.095,1.0,2.813333333333333,1.625,Low AI Benefit,1.4856970242737073
43-3051.00,Payroll and Timekeeping Clerks,0.16741505047609948,2.607142857142857,2.48,1.375,1.0,1.875,1.8775,Moderate AI Benefit,1.4818633909520624
25-9031.00,Instructional Coordinators,0.12922972558267248,3.6628571428571424,3.645,1.5,1.03,2.9983333333333335,1.905,Low AI Benefit,1.4816849919203061
25-2059.01,Adapted Physical Education Specialists,0.11618475403680059,3.5385714285714287,3.5833333333333335,1.875,1.03,2.5816666666666666,1.6575,Moderate AI Benefit,1.4812478296049927
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.1335436115279933,3.3228571428571425,3.4599999999999995,1.9375,1.03,2.4150000000000005,1.875,Moderate AI Benefit,1.4811169260622623
41-3011.00,Advertising Sales Agents,0.14112877967588078,2.8742857142857146,3.48,1.655,1.0,2.4166666666666665,1.8775,Low AI Benefit,1.4809804907703448
11-9179.02,Spa Managers,0.11579443730368186,3.358571428571429,3.709999999999999,2.28,1.095,3.3966666666666665,1.8125,Minimal AI Benefit,1.4806317210390771
29-1141.00,Registered Nurses,0.14917266932087542,3.4114285714285715,3.5,2.5024999999999995,1.25,2.5400000000000005,2.315,Low AI Benefit,1.4794614854802073
21-1093.00,Social and Human Service Assistants,0.13072901183835486,3.1242857142857146,3.481666666666666,1.75,1.0,2.48,1.78,Low AI Benefit,1.4766229700056708
19-3093.00,Historians,0.14351824732001642,3.158571428571429,2.8349999999999995,1.22,1.0,2.23,1.75,High AI Benefit,1.4762067227629145
29-1224.00,Radiologists,0.14717565127676038,3.5700000000000003,3.313333333333333,2.78,1.405,2.7083333333333335,2.3775,Low AI Benefit,1.4719064461353282
33-3031.00,Fish and Game Wardens,0.14013981466428221,3.1999999999999997,3.1683333333333334,2.6575,1.72,2.476666666666667,2.155,Low AI Benefit,1.4702393513249876
33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.1229045399318653,3.1771428571428575,3.1266666666666665,2.375,1.845,2.625,1.8425,Moderate AI Benefit,1.4696599373805763
53-2022.00,Airfield Operations Specialists,0.12046190841989246,3.3042857142857143,3.125,2.405,1.0625,2.643333333333333,1.7175,Moderate AI Benefit,1.4687297747077188
25-1067.00,"Sociology Teachers, Postsecondary",0.1455477155045207,3.444285714285715,3.145,1.22,1.0,2.565,1.9375,High AI Benefit,1.465363432837251
13-1041.00,Compliance Officers,0.11648690292758089,2.9828571428571427,3.1650000000000005,1.935,1.0,2.5216666666666665,1.53,Low AI Benefit,1.465001779294152
33-2021.00,Fire Inspectors and Investigators,0.13748753738783648,2.9985714285714287,3.168333333333333,2.4675,1.1225,2.601666666666667,1.97,Low AI Benefit,1.4648492380002849
27-2021.00,Athletes and Sports Competitors,0.12684563758389264,3.018571428571428,3.0833333333333335,2.0025,1.22,2.2916666666666665,1.6875,Low AI Benefit,1.463477588686481
53-1041.00,Aircraft Cargo Handling Supervisors,0.12830824411716754,3.16,3.0,2.625,1.75,2.831666666666667,1.9675,Low AI Benefit,1.4630371877434198
13-1151.00,Training and Development Specialists,0.12540458311755565,3.7157142857142857,3.665000000000001,1.5,1.03,2.956666666666667,1.845,Low AI Benefit,1.4611779456733494
33-9099.02,Retail Loss Prevention Specialists,0.12996587862539608,3.0199999999999996,2.9599999999999995,2.2825,1.03,2.606666666666666,1.7775,Moderate AI Benefit,1.4610889085222192
33-1011.00,First-Line Supervisors of Correctional Officers,0.1180670831908309,3.265714285714286,3.52,1.9675,1.0,2.8333333333333335,1.685,Low AI Benefit,1.4558300292631463
43-4151.00,Order Clerks,0.13564094070884397,2.731428571428572,2.9599999999999995,1.7475,1.0,2.1233333333333335,1.6575,Low AI Benefit,1.4546421020047637
19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.15478142524513822,2.8371428571428576,2.6666666666666665,2.53,1.7825,2.456666666666667,2.2475,Minimal AI Benefit,1.453812369310365
43-9021.00,Data Entry Keyers,0.1339054454673116,2.5171428571428573,2.5400000000000005,1.5,1.125,2.23,1.5325,Low AI Benefit,1.450829773421305
27-1026.00,Merchandise Displayers and Window Trimmers,0.13160685705470604,2.8057142857142856,2.731666666666666,1.81,1.125,2.25,1.625,Low AI Benefit,1.449385904453376
11-3051.02,Geothermal Production Managers,0.135506853032976,3.4285714285714284,3.23,3.0325,2.125,3.351666666666667,2.3775,Low AI Benefit,1.4486251760916065
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.13488589754177335,2.9114285714285715,3.3349999999999995,1.6225,1.0,2.355,1.75,Low AI Benefit,1.4467077842533496
11-9081.00,Lodging Managers,0.11140251534839364,3.4114285714285715,3.8966666666666665,2.25,1.285,3.355,1.78,Minimal AI Benefit,1.4462659465765209
29-2099.05,Ophthalmic Medical Technologists,0.14567265739998062,2.7671428571428573,3.061666666666667,2.155,1.345,2.2099999999999995,1.9675,Low AI Benefit,1.44534834851898
11-9051.00,Food Service Managers,0.11944508670520232,3.231428571428572,3.435,2.28,1.53,3.125,1.845,Low AI Benefit,1.4436649463253513
11-3012.00,Administrative Services Managers,0.10749267266214084,3.2142857142857144,3.311666666666667,2.0,1.03,3.168333333333333,1.5325,Low AI Benefit,1.4433374495555882
27-2011.00,Actors,0.11209376545152155,2.697142857142857,2.75,1.0625,1.0,1.8966666666666665,1.1875,Low AI Benefit,1.4428222266993729
11-9171.00,Funeral Home Managers,0.12823562156828014,2.967142857142857,3.4166666666666665,1.9975,1.03,2.893333333333334,1.81,Low AI Benefit,1.4415270564413616
51-6092.00,Fabric and Apparel Patternmakers,0.1450969048307781,3.16,2.773333333333333,2.6850000000000005,1.2175,2.4783333333333335,2.09,Minimal AI Benefit,1.4401725002410566
29-2011.02,Cytotechnologists,0.156621613782702,2.91,2.648333333333333,2.56,1.6875,2.31,2.25,Minimal AI Benefit,1.4395923149061236
41-9022.00,Real Estate Sales Agents,0.13668520113817317,2.9085714285714284,3.52,1.8425,1.0,2.5400000000000005,1.87,Low AI Benefit,1.4382910611264634
39-9032.00,Recreation Workers,0.12361874968464605,3.051428571428571,3.645,1.845,1.095,2.77,1.75,Low AI Benefit,1.436772766753404
21-1094.00,Community Health Workers,0.11511021908890051,3.198571428571428,3.6033333333333335,1.875,1.0,2.8149999999999995,1.625,Minimal AI Benefit,1.4312786239540085
25-4031.00,Library Technicians,0.13046200946284442,2.6799999999999997,2.601666666666667,1.6875,1.215,2.23,1.5625,Low AI Benefit,1.4308253664532888
29-2081.00,"Opticians, Dispensing",0.13891205787383043,2.891428571428572,3.1466666666666665,2.375,1.625,2.375,2.0025,Low AI Benefit,1.4292576787488829
11-9161.00,Emergency Management Directors,0.12439299406148988,3.838571428571429,3.8333333333333335,1.905,1.0,3.2900000000000005,1.97,Minimal AI Benefit,1.4270183363580717
19-4012.00,Agricultural Technicians,0.1478848763695343,2.802857142857143,2.75,2.4675,1.78,2.4583333333333335,2.1275,Low AI Benefit,1.4263530196743226
41-4011.07,Solar Sales Representatives and Assessors,0.14040757458401218,2.944285714285715,3.311666666666667,1.8425,1.0625,2.3333333333333335,1.8775,Low AI Benefit,1.4230396062821382
43-4121.00,"Library Assistants, Clerical",0.13083840418682896,2.4828571428571427,2.688333333333333,1.5,1.125,2.1683333333333334,1.5,Low AI Benefit,1.4217320337015205
31-9095.00,Pharmacy Aides,0.14627274505967522,2.6257142857142854,2.6266666666666665,1.845,1.25,2.0416666666666665,1.78,Low AI Benefit,1.4215498458041014
35-1011.00,Chefs and Head Cooks,0.12195370134825742,3.3200000000000003,3.436666666666667,2.625,1.75,3.25,1.9975,Low AI Benefit,1.4189629547189009
43-3011.00,Bill and Account Collectors,0.12646579052660736,2.5714285714285716,3.0033333333333334,1.5,1.0,2.061666666666667,1.4675,Moderate AI Benefit,1.418112409700269
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0.12827102131617557,2.854285714285715,3.3733333333333335,1.405,1.0,2.1899999999999995,1.5925,Low AI Benefit,1.4178950031780433
29-2053.00,Psychiatric Technicians,0.13437494580956177,3.0885714285714285,3.4983333333333335,1.905,1.06,2.3333333333333335,1.845,Low AI Benefit,1.41437183414299
39-9011.00,Childcare Workers,0.12382002342727211,2.8200000000000003,3.063333333333333,1.69,1.0,2.0233333333333334,1.4975,Low AI Benefit,1.413828415328786
19-4013.00,Food Science Technicians,0.15682329673327425,2.8214285714285716,2.5416666666666665,2.5275,1.5925,2.2916666666666665,2.19,Minimal AI Benefit,1.4099053480902692
31-9092.00,Medical Assistants,0.1449865520448433,3.015714285714286,3.2283333333333335,2.1225,1.405,2.3766666666666665,2.06,Moderate AI Benefit,1.4089648369188563
27-2042.00,Musicians and Singers,0.12593199672177025,2.642857142857143,2.811666666666667,1.625,1.185,2.1466666666666665,1.5,Low AI Benefit,1.408892940907148
33-3052.00,Transit and Railroad Police,0.11376678850177543,3.1814285714285715,3.145,2.2825,1.0,2.543333333333333,1.56,Low AI Benefit,1.4087075692800233
39-9041.00,Residential Advisors,0.1197999896901902,3.051428571428572,3.5416666666666665,1.875,1.0,2.7283333333333335,1.66,Low AI Benefit,1.4080737734394755
31-2022.00,Physical Therapist Aides,0.1392557136370516,2.731428571428572,2.936666666666667,1.935,1.1875,2.0416666666666665,1.7525,Low AI Benefit,1.4077938072534903
29-1122.00,Occupational Therapists,0.13620848458579402,3.75,3.645,1.935,1.0625,2.893333333333333,2.095,Minimal AI Benefit,1.4048963627169457
39-9011.01,Nannies,0.11335132560723926,3.2328571428571427,3.5,1.755,1.0,2.48,1.53,Low AI Benefit,1.403943925339623
39-7012.00,Travel Guides,0.1260979779520132,2.89,3.561666666666667,1.935,1.155,2.811666666666667,1.7825,Low AI Benefit,1.4038012561653794
11-3051.01,Quality Control Systems Managers,0.13546055349029323,3.552857142857143,3.25,3.22,1.6575,3.27,2.3425,Low AI Benefit,1.401701222930312
43-3071.00,Tellers,0.13640505138580009,2.607142857142857,2.875,1.845,1.0,2.1666666666666665,1.6575,Low AI Benefit,1.401411727469348
39-4011.00,Embalmers,0.14400998115261077,2.731428571428572,2.7483333333333335,2.28,1.405,2.3516666666666666,1.9375,Low AI Benefit,1.4012670768912807
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.12419229055258468,3.052857142857143,2.75,2.095,1.0625,2.27,1.5925,Low AI Benefit,1.399762302648332
29-2012.00,Medical and Clinical Laboratory Technicians,0.15402317622692216,2.9457142857142857,2.8733333333333335,2.9675,2.28,2.5,2.47,Low AI Benefit,1.3994263548894657
49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",0.11825864001557183,3.355714285714286,3.145,3.28,2.565,3.293333333333333,2.0975,Low AI Benefit,1.3993754781497394
25-1112.00,"Law Teachers, Postsecondary",0.13518253982604922,3.555714285714285,3.145,1.25,1.0,2.436666666666667,1.78,High AI Benefit,1.398650794153077
29-9091.00,Athletic Trainers,0.12862647507425545,3.4114285714285715,3.3100000000000005,2.375,1.2175,2.608333333333333,1.9075,Moderate AI Benefit,1.3983414722837035
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.1122787610619469,2.9657142857142853,3.0833333333333335,2.3125,1.4375,2.811666666666667,1.595,Low AI Benefit,1.3964042351453858
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",0.1278335324287012,3.0885714285714285,3.188333333333333,3.0625,2.0925,3.0833333333333335,2.1275,Low AI Benefit,1.3960185539766448
33-3021.02,Police Identification and Records Officers,0.13431910669529365,2.962857142857143,2.875,2.28,1.0625,2.2916666666666665,1.78,Low AI Benefit,1.395914492481147
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.11875525108253086,3.052857142857143,3.48,2.25,1.06,3.143333333333333,1.75,Low AI Benefit,1.3950243311698105
29-1071.01,Anesthesiologist Assistants,0.1434550210394632,3.1242857142857146,2.8533333333333335,2.94,1.97,2.561666666666667,2.2525,Low AI Benefit,1.39403900220955
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.1474772603591697,3.5542857142857143,3.226666666666667,1.22,1.0,2.748333333333333,2.0325,High AI Benefit,1.3932835064951892
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.13636114911080713,3.448571428571428,3.126666666666667,1.22,1.0,2.4783333333333335,1.78,High AI Benefit,1.3924068790306823
39-7011.00,Tour Guides and Escorts,0.1318806570566544,2.4285714285714284,2.7483333333333335,1.28,1.0,1.7916666666666667,1.405,Low AI Benefit,1.3912251568411476
33-9011.00,Animal Control Workers,0.11893337528514118,2.8042857142857143,2.8733333333333335,1.72,1.125,2.145,1.44,Low AI Benefit,1.3900049087360893
43-4071.00,File Clerks,0.13063086413353378,2.5885714285714285,2.563333333333333,1.6575,1.03,2.143333333333333,1.5,Low AI Benefit,1.3889342149435588
43-5051.00,Postal Service Clerks,0.14374962635260358,2.552857142857143,2.6233333333333335,1.9075,1.0,2.1466666666666665,1.7175,Low AI Benefit,1.3872129779483982
27-4021.00,Photographers,0.12670078641867433,3.0328571428571434,2.98,2.3725,1.7525,2.355,1.8125,Low AI Benefit,1.381792038179646
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.1332014005175826,2.552857142857143,3.375,1.22,1.0,2.02,1.5625,Low AI Benefit,1.376794187525825
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,0.13660948274259802,2.8385714285714285,3.2916666666666665,1.72,1.0,2.2099999999999995,1.75,Low AI Benefit,1.3762760467419501
29-9093.00,Surgical Assistants,0.14176402156281234,3.032857142857143,3.0,2.75,1.25,2.438333333333333,2.06,Low AI Benefit,1.3760550278507955
31-2011.00,Occupational Therapy Assistants,0.12641843971631206,3.0,3.3149999999999995,2.035,1.3425,2.625,1.7825,Low AI Benefit,1.3743395390070923
21-1092.00,Probation Officers and Correctional Treatment Specialists,0.1247645536641611,3.197142857142857,3.2266666666666666,1.9975,1.0,2.4166666666666665,1.6875,Moderate AI Benefit,1.3731699854436117
35-3011.00,Bartenders,0.11690914489311165,2.697142857142857,3.1650000000000005,1.9375,1.0925,2.438333333333333,1.5,Low AI Benefit,1.3731343880782716
31-9097.00,Phlebotomists,0.14165323107760686,2.7142857142857144,2.956666666666667,2.315,1.4675,2.2716666666666665,1.935,Low AI Benefit,1.3722744040097192
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.13914402434677706,3.518571428571428,3.105,1.28,1.0,2.3100000000000005,1.8125,High AI Benefit,1.371771942356577
43-6012.00,Legal Secretaries and Administrative Assistants,0.1321136254212807,2.5542857142857143,2.6033333333333335,1.5625,1.0,1.9366666666666668,1.47,Low AI Benefit,1.370219117545911
11-9199.09,Wind Energy Operations Managers,0.1330726304822527,3.234285714285714,3.3516666666666666,2.875,1.875,3.1266666666666665,2.22,Minimal AI Benefit,1.3701589685926463
45-2011.00,Agricultural Inspectors,0.14682098740398886,3.0885714285714285,2.918333333333333,2.9675,1.03,2.518333333333334,2.155,Low AI Benefit,1.368599646390152
29-2032.00,Diagnostic Medical Sonographers,0.13875411042380478,3.0885714285714285,3.1033333333333335,2.81,1.9975,2.3766666666666665,2.155,Minimal AI Benefit,1.368532243626174
39-1013.00,First-Line Supervisors of Gambling Services Workers,0.12358255477000252,3.0171428571428573,3.355,2.125,1.625,2.731666666666666,1.8125,Low AI Benefit,1.3675329893140564
33-3021.00,Detectives and Criminal Investigators,0.13075422356896765,3.2857142857142856,3.313333333333333,2.2825,1.125,2.4583333333333335,1.875,Low AI Benefit,1.3672350205866248
53-6051.00,Transportation Inspectors,0.13383082856302858,2.855714285714286,2.7883333333333336,2.5625,1.03,2.688333333333333,1.8425,Minimal AI Benefit,1.3670448047325048
29-1126.00,Respiratory Therapists,0.14330869232730054,3.34,3.2716666666666665,2.8149999999999995,1.97,2.606666666666666,2.3425,Moderate AI Benefit,1.3647887564788852
35-2013.00,"Cooks, Private Household",0.12310161971068864,2.857142857142857,2.6650000000000005,2.2525,1.2175,2.5833333333333335,1.625,Low AI Benefit,1.3630580499397913
29-2011.04,Histotechnologists,0.1443792282488273,2.948571428571428,2.706666666666667,2.8100000000000005,2.0,2.4983333333333335,2.1875,Minimal AI Benefit,1.3625951560137526
39-6012.00,Concierges,0.1259143782228085,2.6628571428571424,3.311666666666667,1.315,1.0,2.123333333333333,1.5,Low AI Benefit,1.361581276160782
43-2021.00,Telephone Operators,0.13375796178343946,2.2842857142857147,2.5,1.28,1.0,1.856666666666667,1.3775,Low AI Benefit,1.3581826281468001
27-2031.00,Dancers,0.11034047919293824,2.5357142857142856,2.605,1.095,1.0,1.8349999999999995,1.125,Low AI Benefit,1.357620248603855
41-9021.00,Real Estate Brokers,0.12977400926957205,3.0171428571428573,3.2283333333333335,1.935,1.0,2.3533333333333335,1.72,Moderate AI Benefit,1.3566614133958832
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,0.11431192660550457,3.141428571428572,3.1466666666666665,2.72,1.97,2.813333333333334,1.78,Minimal AI Benefit,1.356448885976409
11-9033.00,"Education Administrators, Postsecondary",0.12432614555256064,3.59,3.685,1.345,1.0,3.375,1.845,Moderate AI Benefit,1.3531415094339623
39-3012.00,Gambling and Sports Book Writers and Runners,0.14332921556516368,2.444285714285715,2.6466666666666665,1.8125,1.0,2.0033333333333334,1.6575,Low AI Benefit,1.3505986830495016
27-4032.00,Film and Video Editors,0.11774121262564825,2.9800000000000004,2.668333333333333,2.1275,1.3775,2.33,1.5325,Minimal AI Benefit,1.3481359108564357
39-1022.00,First-Line Supervisors of Personal Service Workers,0.11156983435920532,3.0885714285714285,3.4783333333333335,2.1575,1.0,2.956666666666667,1.5925,Low AI Benefit,1.345595610733409
15-1231.00,Computer Network Support Specialists,0.134097775336446,3.0542857142857143,2.5416666666666665,2.75,2.6875,2.4783333333333335,2.0925,Minimal AI Benefit,1.3445386422489896
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,0.107790689572414,3.282857142857143,3.3100000000000005,2.345,1.78,3.0016666666666665,1.6575,Low AI Benefit,1.343440032551068
41-9011.00,Demonstrators and Product Promoters,0.12323683680612159,2.8042857142857143,2.918333333333333,1.9975,1.0,2.1649999999999996,1.53,Low AI Benefit,1.3415670240595208
31-2012.00,Occupational Therapy Aides,0.11857643130548091,2.9285714285714284,3.188333333333333,2.065,1.3125,2.1016666666666666,1.56,Minimal AI Benefit,1.34141036671204
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0.12592018174272046,2.3214285714285716,2.938333333333333,1.3725,1.0,1.895,1.3725,Moderate AI Benefit,1.341119445623331
29-1124.00,Radiation Therapists,0.14160997983647605,3.0357142857142856,3.02,3.0649999999999995,2.155,2.56,2.2825,Low AI Benefit,1.3404385008562378
43-3041.00,Gambling Cage Workers,0.13592639063153492,2.43,2.92,1.875,1.0,2.105,1.625,Low AI Benefit,1.3314923672103722
39-5092.00,Manicurists and Pedicurists,0.12941112084063047,2.302857142857143,2.6650000000000005,1.4375,1.125,1.9383333333333332,1.4075,Low AI Benefit,1.3294448753231591
43-4171.00,Receptionists and Information Clerks,0.12147342164114916,2.4457142857142857,2.8716666666666666,1.47,1.0,1.94,1.345,Moderate AI Benefit,1.3289188805059269
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",0.13941092233438823,2.7157142857142853,2.813333333333333,2.3425,1.53,2.188333333333333,1.8775,Low AI Benefit,1.3240751329322635
43-9061.00,"Office Clerks, General",0.12475204562360526,2.462857142857143,2.831666666666667,1.6875,1.0,2.1033333333333335,1.4375,Low AI Benefit,1.3239714453969043
31-9091.00,Dental Assistants,0.13248000835341925,2.7671428571428573,2.8733333333333335,2.31,1.69,2.2283333333333335,1.8125,Low AI Benefit,1.3236740768560151
15-1232.00,Computer User Support Specialists,0.1321893455006028,3.1942857142857144,2.8533333333333335,2.94,2.0925,2.4599999999999995,2.0625,Minimal AI Benefit,1.323275804490205
41-2021.00,Counter and Rental Clerks,0.12342370299320111,2.5171428571428573,2.9599999999999995,1.905,1.465,2.25,1.5625,Low AI Benefit,1.3221436747619182
17-3027.01,Automotive Engineering Technicians,0.15034416659405767,2.9457142857142857,2.606666666666666,3.095,2.845,2.438333333333333,2.465,Minimal AI Benefit,1.3218831545077734
29-1292.00,Dental Hygienists,0.1371751025991792,2.857142857142857,2.936666666666667,2.44,1.655,2.125,1.91,Low AI Benefit,1.320731906716175
31-9094.00,Medical Transcriptionists,0.13888409647700217,2.622857142857143,2.2083333333333335,1.31,1.0,1.7716666666666665,1.4375,Low AI Benefit,1.3187669567171267
