O*NET-SOC Code,Title,basic_skills,cognitive_skills,social_skills,operations_skills,maintenance_skills,technical_skills,management_skills,automation_risk_score,automation_risk
29-1141.00,Registered Nurses,3.9074999999999998,3.4114285714285715,3.5,2.5024999999999995,1.25,2.315,2.5400000000000005,36.8,26.5
29-1141.01,Acute Care Nurses,3.875,3.552857142857143,3.5216666666666665,2.565,1.22,2.3425000000000002,2.706666666666667,36.5,26.2
29-1141.02,Advanced Practice Psychiatric Nurses,4.125,3.5728571428571425,3.7900000000000005,1.345,1.0,2.2175000000000002,2.8966666666666665,29.6,18.3
29-1141.03,Critical Care Nurses,3.8449999999999998,3.6257142857142854,3.561666666666667,2.6875,1.1875,2.3775,2.686666666666667,36.8,26.5
29-1141.04,Clinical Nurse Specialists,4.03,3.7328571428571427,3.686666666666667,2.19,1.03,2.2199999999999998,2.7899999999999996,33.4,22.8
29-1151.00,Nurse Anesthetists,3.875,3.7314285714285718,3.418333333333333,2.8774999999999995,2.0,2.565,2.7916666666666665,41.2,31.1
29-1161.00,Nurse Midwives,4.03,3.6257142857142854,3.438333333333333,1.9375,1.0625,2.2175000000000002,2.581666666666667,33.4,22.7
29-1171.00,Nurse Practitioners,4.0600000000000005,3.8200000000000003,3.5,1.9975,1.155,2.4699999999999998,2.75,33.2,22.6
29-1181.00,Audiologists,4.0600000000000005,3.6257142857142854,3.3533333333333335,2.5600000000000005,1.9025,2.3775,2.688333333333333,52.3,42.3
29-1211.00,Anesthesiologists,4.0,3.7471428571428578,3.186666666666667,2.8100000000000005,1.095,2.435,2.9150000000000005,48.2,38.2
29-1213.00,Dermatologists,3.8149999999999995,3.3742857142857146,3.4583333333333335,1.595,1.0625,2.4074999999999998,2.625,40.5,30.3
29-1215.00,Family Medicine Physicians,4.1850000000000005,3.7328571428571427,3.356666666666666,1.715,1.0625,2.2824999999999998,2.6666666666666665,40.7,30.6
29-1216.00,General Internal Medicine Physicians,4.0600000000000005,3.6614285714285715,3.3733333333333335,1.9375,1.2775,2.5949999999999998,2.7283333333333335,43.3,33.3
29-1217.00,Neurologists,4.1225000000000005,3.641428571428572,3.52,1.875,1.095,2.565,2.8333333333333335,41.0,30.9
29-1218.00,Obstetricians and Gynecologists,4.0925,3.7857142857142856,3.396666666666667,1.845,1.0,2.315,2.811666666666667,40.6,30.5
29-1221.00,"Pediatricians, General",4.1225000000000005,3.8042857142857143,3.481666666666666,1.6275,1.0,2.285,2.6466666666666665,39.3,29.1
29-1222.00,"Physicians, Pathologists",4.0625,3.5171428571428573,3.061666666666667,2.25,1.155,2.69,2.956666666666667,45.2,35.2
29-1223.00,Psychiatrists,4.2775,3.892857142857143,3.7516666666666665,1.3125,1.0,2.3449999999999998,2.6233333333333335,36.2,25.8
29-1224.00,Radiologists,4.2175,3.5700000000000003,3.313333333333333,2.7800000000000002,1.405,2.3775,2.7083333333333335,50.5,40.5
29-1229.01,Allergists and Immunologists,4.1850000000000005,3.605714285714286,3.3333333333333335,1.625,1.095,2.5025,2.8533333333333335,40.0,29.8
29-1229.02,Hospitalists,4.0600000000000005,3.6757142857142857,3.5833333333333335,1.6875,1.03,2.375,2.6216666666666666,39.8,29.7
29-1229.03,Urologists,4.155,3.5185714285714282,3.2733333333333334,2.4074999999999998,1.125,2.3425000000000002,2.9350000000000005,45.8,35.8
29-1229.04,Physical Medicine and Rehabilitation Physicians,3.9375,3.48,3.476666666666667,2.125,1.0625,2.4699999999999998,2.7716666666666665,43.3,33.2
29-1229.05,Preventive Medicine Physicians,4.25,3.9285714285714284,3.686666666666667,1.6875,1.0,2.4975,3.0833333333333335,37.6,27.4
29-1229.06,Sports Medicine Physicians,4.1575,3.6957142857142857,3.5833333333333335,2.5,1.125,2.3775,2.9583333333333335,45.1,35.0
29-1241.00,"Ophthalmologists, Except Pediatric",4.0925,3.6614285714285715,3.6666666666666665,2.5925000000000002,1.47,2.69,2.8733333333333335,47.8,37.8
29-1291.00,Acupuncturists,3.4699999999999998,3.0157142857142856,2.9983333333333335,1.875,1.125,1.8125,2.3333333333333335,46.3,36.3
29-1292.00,Dental Hygienists,3.3425000000000002,2.857142857142857,2.936666666666667,2.44,1.655,1.91,2.125,54.8,44.8
29-1299.01,Naturopathic Physicians,4.1225000000000005,3.484285714285714,3.3533333333333335,1.7175,1.03,2.31,2.686666666666667,40.9,30.8
29-1299.02,Orthoptists,3.75,3.3042857142857143,3.0849999999999995,1.5625,1.0625,2.5,2.436666666666667,41.8,31.7
29-2011.00,Medical and Clinical Laboratory Technologists,3.4675000000000002,3.0885714285714285,2.9166666666666665,3.065,2.2824999999999998,2.5,2.6266666666666665,61.0,51.1
29-2011.01,Cytogenetic Technologists,3.7175000000000002,3.144285714285714,2.688333333333333,2.4699999999999998,1.4975,2.2824999999999998,2.625,52.3,42.3
29-2011.02,Cytotechnologists,3.4375,2.91,2.648333333333333,2.56,1.6875,2.25,2.31,55.7,45.7
29-2011.04,Histotechnologists,3.2800000000000002,2.948571428571428,2.706666666666667,2.8100000000000005,2.0,2.1875,2.4983333333333335,59.0,49.1
29-2012.00,Medical and Clinical Laboratory Technicians,3.4699999999999998,2.9457142857142857,2.8733333333333335,2.9675000000000002,2.2800000000000002,2.4699999999999998,2.5,61.0,51.2
29-2031.00,Cardiovascular Technologists and Technicians,3.5925000000000002,3.0700000000000003,3.0400000000000005,3.0300000000000002,1.9375,2.2475,2.293333333333333,59.0,49.1
29-2032.00,Diagnostic Medical Sonographers,3.6574999999999998,3.0885714285714285,3.1033333333333335,2.81,1.9975,2.1550000000000002,2.3766666666666665,57.6,47.7
29-2033.00,Nuclear Medicine Technologists,3.625,3.052857142857143,2.981666666666666,2.8449999999999998,1.9375,2.435,2.355,57.6,47.7
29-2034.00,Radiologic Technologists and Technicians,3.4375,2.7514285714285713,2.936666666666667,2.9975000000000005,1.72,1.8725,2.25,58.9,49.0
29-2035.00,Magnetic Resonance Imaging Technologists,3.5925000000000002,2.91,2.956666666666667,3.0275,1.625,2.1550000000000002,2.436666666666667,57.3,47.3
29-2036.00,Medical Dosimetrists,3.9074999999999998,3.354285714285715,3.0216666666666665,2.25,1.0625,2.69,2.7083333333333335,45.6,35.6
29-2051.00,Dietetic Technicians,3.2175000000000002,2.995714285714286,3.02,2.4375,1.0,2.0324999999999998,2.581666666666667,48.7,38.7
29-2052.00,Pharmacy Technicians,3.625,2.908571428571429,2.6650000000000005,2.06,1.0,2.0324999999999998,2.311666666666667,47.6,37.6
29-2053.00,Psychiatric Technicians,3.7199999999999998,3.0885714285714285,3.4983333333333335,1.905,1.06,1.845,2.3333333333333335,44.3,34.2
29-2055.00,Surgical Technologists,3.0949999999999998,2.9814285714285718,2.893333333333333,2.9699999999999998,2.2199999999999998,1.9675,2.73,60.8,51.0
29-2056.00,Veterinary Technologists and Technicians,3.5600000000000005,3.0700000000000003,2.956666666666667,2.5949999999999998,1.8725,2.315,2.563333333333333,55.3,45.3
29-2057.00,Ophthalmic Medical Technicians,3.2775,2.642857142857143,2.6650000000000005,2.1225,1.78,1.75,1.8933333333333333,55.4,45.4
29-2061.00,Licensed Practical and Licensed Vocational Nurses,3.6899999999999995,3.25,3.5,2.2475,1.03,2.125,2.6466666666666665,35.0,24.6
29-2081.00,"Opticians, Dispensing",3.7199999999999998,2.891428571428572,3.1466666666666665,2.375,1.625,2.0025,2.375,52.5,42.5
29-2091.00,Orthotists and Prosthetists,4.0,3.4814285714285718,3.27,2.5925000000000002,1.7825,2.535,2.5216666666666665,52.5,42.5
29-2092.00,Hearing Aid Specialists,3.4074999999999998,2.888571428571429,3.206666666666667,2.435,1.8425,1.78,2.3966666666666665,54.7,44.7
29-2099.01,Neurodiagnostic Technologists,3.7524999999999995,2.995714285714286,2.768333333333334,2.9699999999999998,1.875,1.9675,2.5016666666666665,58.9,49.0
29-2099.05,Ophthalmic Medical Technologists,3.5,2.7671428571428573,3.061666666666667,2.1550000000000002,1.345,1.9675,2.2099999999999995,50.1,40.1
29-2099.08,Patient Representatives,3.7824999999999998,2.9271428571428575,3.563333333333333,1.25,1.0,1.845,2.6466666666666665,38.9,28.7
29-9091.00,Athletic Trainers,3.7824999999999998,3.4114285714285715,3.3100000000000005,2.375,1.2175,1.9075,2.608333333333333,47.8,37.8
29-9092.00,Genetic Counselors,3.9699999999999998,3.1799999999999997,3.186666666666667,1.25,1.0,2.2199999999999998,2.4149999999999996,39.4,29.3
29-9093.00,Surgical Assistants,3.6225,3.032857142857143,3.0,2.75,1.25,2.06,2.438333333333333,52.5,42.5
29-9099.01,Midwives,3.56,3.305714285714285,3.393333333333333,1.845,1.125,2.0925000000000002,2.5416666666666665,43.6,33.5
31-1121.00,Home Health Aides,3.3100000000000005,2.8214285714285716,3.206666666666667,1.8125,1.0,1.53,2.2283333333333335,45.5,35.5
31-1122.00,Personal Care Aides,3.035,2.7157142857142853,3.1266666666666665,2.065,1.0,1.53,2.125,48.1,38.1
31-1131.00,Nursing Assistants,3.1525,2.607142857142857,2.8533333333333335,2.0,1.0625,1.5925,2.0,49.2,39.2
31-1132.00,Orderlies,2.81,2.2285714285714286,2.731666666666667,1.94,1.0925,1.28,1.7099999999999997,51.3,41.3
31-1133.00,Psychiatric Aides,3.4675000000000002,2.9642857142857144,3.355,2.0,1.0,1.6525,2.2116666666666664,45.8,35.8
31-2011.00,Occupational Therapy Assistants,3.6574999999999998,3.0,3.3149999999999995,2.035,1.3425,1.7825,2.625,47.2,37.2
31-2012.00,Occupational Therapy Aides,3.34,2.9285714285714284,3.188333333333333,2.065,1.3125,1.56,2.1016666666666666,49.4,39.4
31-2021.00,Physical Therapist Assistants,3.5625,3.0357142857142856,3.081666666666667,2.4025,1.6225,2.065,2.48,52.4,42.4
31-2022.00,Physical Therapist Aides,3.185,2.7314285714285718,2.936666666666667,1.935,1.1875,1.7525,2.0416666666666665,48.8,38.8
31-9011.00,Massage Therapists,3.3100000000000005,2.7842857142857147,2.5216666666666665,1.3775,1.0,1.625,2.0,45.0,35.0
31-9091.00,Dental Assistants,3.3774999999999995,2.7671428571428573,2.8733333333333335,2.31,1.69,1.8125,2.2283333333333335,54.3,44.4
31-9092.00,Medical Assistants,3.7225,3.015714285714286,3.2283333333333335,2.1225,1.405,2.06,2.3766666666666665,48.7,38.7
31-9093.00,Medical Equipment Preparers,3.0925000000000002,2.8228571428571425,2.395,3.1574999999999998,2.3125,1.8125,2.331666666666667,65.3,55.8
31-9094.00,Medical Transcriptionists,3.75,2.622857142857143,2.2083333333333335,1.31,1.0,1.4375,1.7716666666666665,46.2,36.2
31-9095.00,Pharmacy Aides,3.2199999999999998,2.6257142857142854,2.6266666666666665,1.845,1.25,1.78,2.0416666666666665,49.7,39.7
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,3.185,2.7157142857142853,2.706666666666667,2.06,1.465,2.0925000000000002,2.2483333333333335,51.5,41.5
31-9097.00,Phlebotomists,3.25,2.7142857142857144,2.956666666666667,2.315,1.4675,1.935,2.2716666666666665,52.6,42.6
31-9099.01,Speech-Language Pathology Assistants,3.6550000000000002,2.9271428571428575,3.0,1.5625,1.1875,1.7825,2.27,44.8,34.8
31-9099.02,Endoscopy Technicians,3.37,2.802857142857143,2.7716666666666665,2.9375,2.285,1.655,2.23,62.9,53.2
33-1011.00,First-Line Supervisors of Correctional Officers,3.7824999999999998,3.265714285714286,3.52,1.9675,1.0,1.685,2.8333333333333335,42.9,32.9
33-1012.00,First-Line Supervisors of Police and Detectives,3.9375,3.607142857142857,3.731666666666667,2.2800000000000002,1.375,1.72,3.1233333333333335,45.5,35.5
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,3.6225000000000005,3.2485714285714287,3.455,2.5925000000000002,1.9375,1.905,2.895,53.6,43.6
33-2011.00,Firefighters,3.25,3.144285714285714,3.186666666666667,3.0,2.3475,1.9675,2.5216666666666665,61.0,51.2
33-2021.00,Fire Inspectors and Investigators,3.5,2.9985714285714287,3.168333333333333,2.4675000000000002,1.1225,1.97,2.601666666666667,49.1,39.1
33-2022.00,Forest Fire Inspectors and Prevention Specialists,3.4025,3.1771428571428575,3.1266666666666665,2.375,1.845,1.8425,2.625,53.4,43.4
33-3011.00,Bailiffs,2.9399999999999995,2.642857142857143,2.94,1.6575,1.0,1.2175,1.8983333333333334,46.9,36.9
33-3012.00,Correctional Officers and Jailers,3.625,3.1257142857142854,3.355,2.31,1.435,1.625,2.331666666666667,50.3,40.3
33-3021.00,Detectives and Criminal Investigators,3.9725,3.2857142857142856,3.313333333333333,2.2824999999999998,1.125,1.875,2.4583333333333335,47.0,37.0
33-3021.02,Police Identification and Records Officers,3.6574999999999998,2.962857142857143,2.875,2.2800000000000002,1.0625,1.78,2.2916666666666665,49.1,39.1
33-3021.06,Intelligence Analysts,4.0925,3.2300000000000004,3.0,1.2175,1.0,2.0,2.313333333333333,40.0,29.9
33-3031.00,Fish and Game Wardens,3.5925000000000002,3.1999999999999997,3.1683333333333334,2.6574999999999998,1.72,2.1550000000000002,2.476666666666667,54.1,44.1
33-3041.00,Parking Enforcement Workers,3.0625,2.6257142857142854,2.9166666666666665,2.3425000000000002,1.6875,1.5,2.063333333333333,55.6,45.7
33-3051.00,Police and Sheriff's Patrol Officers,3.6574999999999998,3.0871428571428576,3.52,2.125,1.0925,1.6875,2.418333333333333,45.9,35.9
33-3051.04,Customs and Border Protection Officers,3.875,3.122857142857143,3.188333333333333,2.125,1.0,1.7825,2.375,46.1,36.1
33-3052.00,Transit and Railroad Police,3.5925000000000002,3.1814285714285715,3.145,2.2824999999999998,1.0,1.56,2.543333333333333,47.2,37.2
33-9011.00,Animal Control Workers,3.4050000000000002,2.8042857142857143,2.8733333333333335,1.72,1.125,1.44,2.145,46.9,36.9
33-9021.00,Private Detectives and Investigators,3.9050000000000002,3.164285714285714,2.918333333333333,1.7825,1.0625,1.78,2.418333333333333,44.8,34.7
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,3.3100000000000005,3.052857142857143,2.75,2.0949999999999998,1.0625,1.5925,2.27,48.6,38.6
33-9032.00,Security Guards,3.1875,2.7314285714285718,2.7916666666666665,2.0925000000000002,1.03,1.435,1.8966666666666665,49.9,39.9
33-9091.00,Crossing Guards and Flaggers,2.5625,2.3057142857142856,2.436666666666667,1.3125,1.0,1.155,1.6883333333333332,47.5,37.5
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3.0,2.8385714285714285,2.813333333333333,1.75,1.22,1.22,1.7716666666666665,49.3,39.3
33-9093.00,Transportation Security Screeners,3.1274999999999995,2.8228571428571425,3.0,2.5300000000000002,1.625,1.5325,2.186666666666667,55.5,45.5
33-9099.02,Retail Loss Prevention Specialists,3.3425000000000002,3.0199999999999996,2.9599999999999995,2.2824999999999998,1.03,1.7775,2.606666666666666,48.1,38.1
35-1011.00,Chefs and Head Cooks,3.4675000000000002,3.3200000000000003,3.436666666666667,2.625,1.75,1.9975,3.25,51.6,41.6
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,3.4725,3.052857142857143,3.48,2.25,1.06,1.75,3.143333333333333,45.2,35.2
35-2011.00,"Cooks, Fast Food",2.5925000000000002,2.1785714285714284,2.4983333333333335,1.655,1.0,1.3125,1.9366666666666668,49.1,39.1
35-2012.00,"Cooks, Institution and Cafeteria",2.9375,2.8214285714285716,2.811666666666667,2.7800000000000002,1.1875,1.625,2.625,53.9,43.9
35-2013.00,"Cooks, Private Household",2.9699999999999998,2.857142857142857,2.6650000000000005,2.2525,1.2175,1.625,2.5833333333333335,50.9,40.9
35-2014.00,"Cooks, Restaurant",2.7824999999999998,2.5342857142857147,2.5233333333333334,2.4375,1.1875,1.53,2.4150000000000005,53.6,43.6
35-2015.00,"Cooks, Short Order",2.875,2.5,2.75,1.935,1.0625,1.4675,2.2083333333333335,49.1,39.1
35-2021.00,Food Preparation Workers,2.5949999999999998,2.09,2.3966666666666665,1.9375,1.03,1.25,1.9799999999999998,51.7,41.7
35-3011.00,Bartenders,3.1550000000000002,2.697142857142857,3.1650000000000005,1.9375,1.0925,1.5,2.438333333333333,47.0,37.0
35-3023.00,Fast Food and Counter Workers,2.6225,2.2142857142857144,2.645,1.9675,1.0,1.4675,2.0849999999999995,50.3,40.3
35-3023.01,Baristas,3.125,2.394285714285714,2.8333333333333335,2.4050000000000002,1.685,1.375,1.9783333333333335,57.0,47.0
35-3031.00,Waiters and Waitresses,3.0300000000000002,2.557142857142857,3.02,1.78,1.0,1.34,1.9783333333333335,47.3,37.3
35-3041.00,"Food Servers, Nonrestaurant",2.7199999999999998,2.2857142857142856,2.52,2.06,1.06,1.4675,2.1483333333333334,51.3,41.3
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,2.565,2.25,2.48,1.9675,1.0,1.28,2.0833333333333335,50.9,40.9
35-9021.00,Dishwashers,2.375,2.14,2.27,2.5300000000000002,1.78,1.28,2.0849999999999995,61.0,51.1
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",3.0649999999999995,2.3214285714285716,2.938333333333333,1.3725,1.0,1.3725,1.8950000000000002,45.3,35.3
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,3.0625,2.91,3.081666666666667,2.3425000000000002,1.75,1.375,2.793333333333333,53.5,43.6
37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",3.4375,3.2114285714285713,3.2283333333333335,2.8425000000000002,2.0,2.0,3.1283333333333334,55.9,46.0
37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.7199999999999998,2.2842857142857147,2.3516666666666666,2.0925000000000002,1.75,1.22,1.9383333333333332,57.5,47.6
37-2012.00,Maids and Housekeeping Cleaners,2.56,2.1571428571428575,2.5600000000000005,1.875,1.0625,1.22,2.1033333333333335,50.7,40.7
37-2021.00,Pest Control Workers,3.4975000000000005,3.0700000000000003,3.145,2.7800000000000002,1.905,1.81,2.706666666666667,56.5,46.5
37-3011.00,Landscaping and Groundskeeping Workers,2.4074999999999998,2.25,2.2716666666666665,2.4975,1.9025,1.4975,1.8533333333333335,61.6,51.8
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.9675000000000002,2.6257142857142854,2.606666666666666,2.6574999999999998,2.0949999999999998,1.6575,2.248333333333333,60.9,51.0
37-3013.00,Tree Trimmers and Pruners,2.75,2.641428571428572,2.688333333333333,3.2175000000000002,2.2824999999999998,1.5625,2.2516666666666665,65.6,56.2
39-1013.00,First-Line Supervisors of Gambling Services Workers,3.625,3.0171428571428573,3.355,2.125,1.625,1.8125,2.731666666666666,49.4,39.4
39-1022.00,First-Line Supervisors of Personal Service Workers,3.625,3.0885714285714285,3.4783333333333335,2.1574999999999998,1.0,1.5925,2.956666666666667,44.6,34.6
39-2011.00,Animal Trainers,3.0949999999999998,3.0171428571428573,3.0216666666666665,1.905,1.03,1.625,2.5216666666666665,45.9,35.9
39-2021.00,Animal Caretakers,2.9074999999999998,2.41,2.4583333333333335,1.845,1.3725,1.5925,2.04,51.9,41.9
39-3011.00,Gambling Dealers,3.0024999999999995,2.25,2.7900000000000005,1.4675,1.03,1.4675,1.7483333333333337,47.0,37.0
39-3012.00,Gambling and Sports Book Writers and Runners,3.0625,2.444285714285715,2.6466666666666665,1.8125,1.0,1.6575,2.0033333333333334,48.4,38.4
39-3021.00,Motion Picture Projectionists,2.7800000000000002,2.5028571428571422,2.3966666666666665,2.9375,2.25,1.25,1.9166666666666667,65.7,56.2
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",2.8425000000000002,2.2671428571428573,2.8350000000000004,1.875,1.0,1.315,1.8133333333333332,49.6,39.6
39-3091.00,Amusement and Recreation Attendants,2.7824999999999998,2.2842857142857147,2.5833333333333335,2.1275,1.405,1.4075,1.8333333333333333,54.7,44.7
39-3092.00,Costume Attendants,2.9050000000000002,2.447142857142857,2.8333333333333335,1.875,1.03,1.28,2.23,48.5,38.5
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",2.9975000000000005,2.0357142857142856,2.686666666666667,1.3425,1.03,1.095,1.5016666666666667,47.8,37.8
39-4011.00,Embalmers,3.4375,2.7314285714285718,2.7483333333333335,2.2800000000000002,1.405,1.9375,2.3516666666666666,52.2,42.2
39-4021.00,Funeral Attendants,2.7800000000000002,2.2671428571428573,2.563333333333333,2.06,1.4075,1.375,1.835,54.4,44.4
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",3.5925000000000002,2.91,3.498333333333333,2.4050000000000002,1.0625,1.875,2.8966666666666665,46.8,36.8
39-5011.00,Barbers,2.8125,2.501428571428572,2.4350000000000005,1.94,1.69,1.4075,1.9566666666666668,55.1,45.1
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",3.3775,3.037142857142857,3.0216666666666665,1.625,1.2825,1.7825,2.23,45.9,35.9
39-5091.00,"Makeup Artists, Theatrical and Performance",3.1875,2.891428571428572,2.7483333333333335,1.6875,1.155,1.655,2.563333333333333,46.1,36.1
39-5092.00,Manicurists and Pedicurists,2.7175000000000002,2.302857142857143,2.6650000000000005,1.4375,1.125,1.4075,1.9383333333333332,47.6,37.6
39-5093.00,Shampooers,2.8125,2.1771428571428575,2.5416666666666665,1.5625,1.095,1.25,1.71,49.5,39.5
39-5094.00,Skincare Specialists,3.1550000000000002,2.8042857142857143,2.895,1.7525,1.1875,1.315,1.8966666666666665,48.4,38.4
39-6011.00,Baggage Porters and Bellhops,3.2175000000000002,2.447142857142857,2.7716666666666665,2.19,1.435,1.375,2.1466666666666665,53.5,43.5
39-6012.00,Concierges,3.4375,2.6628571428571424,3.311666666666667,1.315,1.0,1.5,2.123333333333333,42.3,32.2
39-7011.00,Tour Guides and Escorts,3.0949999999999998,2.4285714285714284,2.7483333333333335,1.28,1.0,1.405,1.7916666666666667,45.2,35.2
39-7012.00,Travel Guides,3.5625,2.89,3.561666666666667,1.935,1.155,1.7825,2.811666666666667,44.4,34.4
39-9011.00,Childcare Workers,3.0600000000000005,2.8200000000000003,3.063333333333333,1.69,1.0,1.4975,2.0233333333333334,45.7,35.7
39-9011.01,Nannies,3.4074999999999998,3.2328571428571427,3.5,1.755,1.0,1.53,2.48,42.8,32.8
39-9031.00,Exercise Trainers and Group Fitness Instructors,3.0949999999999998,2.9657142857142853,3.188333333333333,1.815,1.405,1.5925,2.1266666666666665,48.4,38.4
39-9032.00,Recreation Workers,3.56,3.051428571428571,3.645,1.845,1.095,1.75,2.77,43.0,32.9
39-9041.00,Residential Advisors,3.4375,3.051428571428572,3.5416666666666665,1.875,1.0,1.66,2.7283333333333335,43.1,33.1
41-1011.00,First-Line Supervisors of Retail Sales Workers,3.4074999999999998,3.0885714285714285,3.4166666666666665,1.72,1.0,1.845,2.9150000000000005,41.8,31.7
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,3.81,3.41,3.5833333333333335,1.685,1.0,1.75,3.313333333333333,39.4,29.3
41-2011.00,Cashiers,2.7175000000000002,2.1242857142857146,2.668333333333333,1.535,1.0,1.4675,1.9166666666666667,47.7,37.7
41-2012.00,Gambling Change Persons and Booth Cashiers,2.9675000000000002,2.358571428571429,2.77,2.1875,1.56,1.5325,2.125,54.5,44.6
41-2021.00,Counter and Rental Clerks,3.3449999999999998,2.5171428571428573,2.9599999999999995,1.905,1.465,1.5625,2.25,50.5,40.5
41-2022.00,Parts Salespersons,3.6550000000000002,2.6799999999999997,3.231666666666667,2.0925000000000002,1.72,1.6575,2.1850000000000005,52.2,42.2
41-2031.00,Retail Salespersons,3.375,2.6957142857142857,3.418333333333333,1.9375,1.0,1.6875,2.25,45.7,35.6
41-3011.00,Advertising Sales Agents,3.5925000000000002,2.8742857142857146,3.48,1.655,1.0,1.8775,2.4166666666666665,42.5,32.4
41-3021.00,Insurance Sales Agents,3.8449999999999998,2.877142857142857,3.1649999999999996,1.405,1.0,1.905,2.2283333333333335,41.9,31.9
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",3.5324999999999998,3.212857142857143,3.1483333333333334,1.31,1.09,1.9675,2.893333333333333,40.0,29.9
41-3041.00,Travel Agents,3.8100000000000005,2.8385714285714285,3.391666666666667,1.405,1.03,1.9075,2.23,41.6,31.5
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3.875,3.052857142857143,3.73,1.69,1.155,2.0949999999999998,2.643333333333334,41.8,31.7
41-4011.07,Solar Sales Representatives and Assessors,3.56,2.944285714285715,3.311666666666667,1.8425,1.0625,1.8775,2.3333333333333335,44.8,34.7
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",3.6574999999999998,2.854285714285715,3.3733333333333335,1.405,1.0,1.5925,2.1899999999999995,41.9,31.9
41-9011.00,Demonstrators and Product Promoters,3.5024999999999995,2.8042857142857143,2.918333333333333,1.9975,1.0,1.53,2.1649999999999996,47.6,37.6
41-9012.00,Models,2.5,1.8399999999999999,2.105,1.03,1.0,1.1875,1.4783333333333335,47.9,37.9
41-9021.00,Real Estate Brokers,3.785,3.0171428571428573,3.2283333333333335,1.935,1.0,1.72,2.3533333333333335,45.0,35.0
41-9022.00,Real Estate Sales Agents,3.69,2.9085714285714284,3.52,1.8425,1.0,1.87,2.5400000000000005,43.2,33.2
41-9031.00,Sales Engineers,3.9675000000000002,3.4657142857142853,3.7516666666666665,1.7825,1.22,2.4375,2.9783333333333335,32.3,21.5
41-9041.00,Telemarketers,3.4675000000000002,2.127142857142857,3.1033333333333335,1.1225,1.0,1.22,1.6450000000000002,43.9,33.9
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",3.315,2.552857142857143,3.375,1.22,1.0,1.5625,2.02,41.9,31.8
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,3.9375,3.537142857142857,3.768333333333334,2.0625,1.0,1.7825,3.145,41.4,31.3
43-2011.00,"Switchboard Operators, Including Answering Service",3.4074999999999998,2.3757142857142854,2.686666666666667,1.7175,1.0,1.2825,1.7516666666666663,48.5,38.5
43-2021.00,Telephone Operators,3.3125,2.2842857142857147,2.5,1.28,1.0,1.3775,1.8566666666666667,45.9,35.9
43-3011.00,Bill and Account Collectors,3.5324999999999998,2.5714285714285716,3.0033333333333334,1.5,1.0,1.4675,2.061666666666667,44.7,34.7
43-3021.00,Billing and Posting Clerks,3.215,2.6257142857142854,2.5,1.6875,1.315,1.905,2.1650000000000005,49.0,39.0
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3.1850000000000005,2.5728571428571425,2.5216666666666665,1.215,1.0,1.75,2.185,43.8,33.8
43-3041.00,Gambling Cage Workers,3.1875,2.43,2.92,1.875,1.0,1.625,2.105,47.7,37.7
43-3051.00,Payroll and Timekeeping Clerks,3.4675000000000002,2.607142857142857,2.48,1.375,1.0,1.8775,1.875,45.3,35.3
43-3061.00,Procurement Clerks,3.875,3.1257142857142854,3.02,1.2175,1.0,1.72,2.5016666666666665,40.2,30.1
43-3071.00,Tellers,3.2175000000000002,2.607142857142857,2.875,1.845,1.0,1.6575,2.1666666666666665,47.1,37.1
43-4011.00,Brokerage Clerks,3.6574999999999998,2.8214285714285716,2.793333333333333,1.28,1.0,1.75,2.563333333333333,41.8,31.8
43-4021.00,Correspondence Clerks,3.75,2.7157142857142853,2.77,1.25,1.0,1.6575,2.061666666666667,43.0,33.0
43-4031.00,"Court, Municipal, and License Clerks",3.5,2.642857142857143,2.7083333333333335,1.5625,1.22,1.6875,2.311666666666667,46.6,36.6
43-4041.00,"Credit Authorizers, Checkers, and Clerks",3.495,2.6242857142857146,2.811666666666667,1.0925,1.0,1.56,2.268333333333333,41.9,31.8
