SOC Group,SOC Code,SOC Title,SOC Definition,Unnamed: 4,soc_code_clean,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,occ_code_clean,major_group_code,major_group_title,employment_weight,economic_value_total,economic_value_percentage
Detailed,33-1011,First-Line Supervisors of Correctional Officers,Directly supervise and coordinate activities of correctional officers and jailers.,,331011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-1011,First-Line Supervisors of Correctional Officers,detailed,52280.0,0.3,,,,,36.94,76840.0,0.2,20.48,25.91,33.91,46.09,56.13,42600.0,53890.0,70530.0,95870.0,116750.0,,,331011,33-0000,Protective Service Occupations,0.00036581292125687946,4017195200.0,0.04210533062906628
Detailed,33-1012,First-Line Supervisors of Police and Detectives,Directly supervise and coordinate activities of members of police force.,,331012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-1012,First-Line Supervisors of Police and Detectives,detailed,138140.0,0.4,,,,,50.96,106000.0,0.3,28.89,37.38,48.92,61.76,77.27,60090.0,77750.0,101750.0,128460.0,160710.0,,,331012,33-0000,Protective Service Occupations,0.0009665913722728639,14642840000.0,0.15347564378960646
Detailed,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,Directly supervise and coordinate activities of workers engaged in firefighting and fire prevention and control.,,331021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,84120.0,0.8,,,,,43.63,90740.0,0.5,24.0,31.92,41.45,52.1,64.93,49910.0,66390.0,86220.0,108380.0,135050.0,,,331021,33-0000,Protective Service Occupations,0.0005886033461386515,7633048800.0,0.08000408927895702
Detailed,33-1091,First-Line Supervisors of Security Workers,Directly supervise and coordinate activities of security workers and security guards.,,331091,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-1091,First-Line Supervisors of Security Workers,detailed,64900.0,1.0,,,,,28.64,59580.0,0.5,17.58,20.9,26.24,33.67,42.02,36560.0,43460.0,54580.0,70040.0,87400.0,,,331091,33-0000,Protective Service Occupations,0.0004541174175510994,3866742000.0,0.04052838915253533
Detailed,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",All protective service supervisors not listed separately above.,,331099,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,19620.0,1.2,,,,,32.63,67870.0,0.5,18.81,24.55,31.28,38.57,46.33,39130.0,51070.0,65050.0,80220.0,96370.0,,,331099,33-0000,Protective Service Occupations,0.00013728480327199647,1331609400.0,0.01395696531146223
Detailed,33-2011,Firefighters,"Control and extinguish fires or respond to emergency situations where life, property, or the environment is at risk. Duties may include fire prevention, emergency medical service, hazardous material response, search and rescue, and disaster assistance.",,332011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-2011,Firefighters,detailed,315460.0,0.8,,,,,29.03,60390.0,0.5,15.19,19.34,27.46,36.21,45.06,31600.0,40230.0,57120.0,75320.0,93720.0,,,332011,33-0000,Protective Service Occupations,0.002207332519887054,19050629400.0,0.19967489993486265
Detailed,33-2021,Fire Inspectors and Investigators,"Inspect buildings to detect fire hazards and enforce local ordinances and state laws, or investigate and gather facts to determine cause of fires and explosions.",,332021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-2021,Fire Inspectors and Investigators,detailed,14200.0,1.6,,,,,39.67,82510.0,0.7,22.29,27.46,35.65,48.81,65.97,46360.0,57110.0,74160.0,101530.0,137220.0,,,332021,33-0000,Protective Service Occupations,9.936005129777522e-05,1171642000.0,0.012280302881199419
Detailed,33-2022,Forest Fire Inspectors and Prevention Specialists,"Enforce fire regulations, inspect forest for fire hazards, and recommend forest fire prevention or control measures. May report forest fires and weather conditions.",,332022,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2270.0,3.8,,,,,29.37,61090.0,1.3,16.83,18.87,26.0,36.8,44.31,35000.0,39250.0,54080.0,76540.0,92170.0,,,332022,33-0000,Protective Service Occupations,1.588361383422181e-05,138674300.0,0.0014534835776101509
Detailed,33-3011,Bailiffs,Maintain order in courts of law.,,333011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3011,Bailiffs,detailed,15900.0,1.5,,,,,28.11,58460.0,0.7,14.2,19.4,25.5,36.31,42.15,29540.0,40360.0,53040.0,75520.0,87670.0,,,333011,33-0000,Protective Service Occupations,0.0001112552687066638,929514000.0,0.009742492546627039
Detailed,33-3012,Correctional Officers and Jailers,"Guard inmates in penal or rehabilitative institutions in accordance with established regulations and procedures. May guard prisoners in transit between jail, courtroom, prison, or other point. Includes deputy sheriffs and police who spend the majority of their time guarding prisoners in correctional institutions.",,333012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3012,Correctional Officers and Jailers,detailed,351420.0,0.3,,,,,28.27,58810.0,0.2,18.44,21.58,25.63,32.97,41.95,38340.0,44890.0,53300.0,68580.0,87250.0,,,333012,33-0000,Protective Service Occupations,0.002458951354018603,20667010200.0,0.21661663281517543
Detailed,33-3021,Detectives and Criminal Investigators,"Conduct investigations related to suspected violations of federal, state, or local laws to prevent or solve crimes. Excludes “Private Detectives and Investigators” (33-9021).",,333021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3021,Detectives and Criminal Investigators,detailed,106730.0,0.2,,,,,46.12,95930.0,0.2,24.36,31.17,43.8,55.85,74.21,50670.0,64830.0,91100.0,116170.0,154360.0,,,333021,33-0000,Protective Service Occupations,0.0007468097376768696,10238608900.0,0.10731368316784821
Detailed,33-3031,Fish and Game Wardens,Patrol assigned area to prevent fish and game law violations. Investigate reports of damage to crops or property by wildlife. Compile biological data.,,333031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3031,Fish and Game Wardens,detailed,6290.0,0.3,,,,,29.38,61120.0,0.1,15.99,23.2,29.03,35.05,41.77,33260.0,48250.0,60380.0,72900.0,86880.0,,,333031,33-0000,Protective Service Occupations,4.401230441288775e-05,384444800.0,0.0040294719590985425
Detailed,33-3041,Parking Enforcement Workers,"Patrol assigned area, such as public parking lot or city streets to issue tickets to overtime parking violators and illegally parked vehicles.",,333041,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3041,Parking Enforcement Workers,detailed,7420.0,2.4,,,,,24.25,50430.0,0.6,15.51,18.28,22.52,29.03,36.27,32260.0,38030.0,46840.0,60370.0,75440.0,,,333041,33-0000,Protective Service Occupations,5.191912539644311e-05,374190600.0,0.003921994861312362
Detailed,33-3051,Police and Sheriff’s Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",,333051,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3051,Police and Sheriff's Patrol Officers,detailed,646310.0,0.5,,,,,36.8,76550.0,0.3,21.73,26.33,34.75,44.43,53.7,45200.0,54770.0,72280.0,92410.0,111700.0,,,333051,33-0000,Protective Service Occupations,0.004522351743258106,49475030500.0,0.5185614373644672
Detailed,33-3052,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers.",,333052,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-3052,Transit and Railroad Police,detailed,2360.0,2.3,,,,,37.61,78230.0,1.6,25.27,29.92,34.73,48.16,51.97,52550.0,62230.0,72250.0,100170.0,108090.0,,,333052,33-0000,Protective Service Occupations,1.6513360638221796e-05,184622800.0,0.0019350824763665897
Detailed,33-9011,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",,339011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9011,Animal Control Workers,detailed,11600.0,2.4,,,,,23.15,48150.0,1.1,14.82,17.32,20.75,26.2,32.66,30820.0,36030.0,43170.0,54490.0,67930.0,,,339011,33-0000,Protective Service Occupations,8.116736584888679e-05,558540000.0,0.005854211756889155
Detailed,33-9021,Private Detectives and Investigators,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",,339021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9021,Private Detectives and Investigators,detailed,34600.0,1.7,,,,,28.98,60270.0,0.9,17.34,19.29,23.82,35.98,46.44,36060.0,40130.0,49540.0,74830.0,96600.0,,,339021,33-0000,Protective Service Occupations,0.0002421026602044382,2085342000.0,0.021857044533130563
Detailed,33-9031,Gambling Surveillance Officers and Gambling Investigators,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",,339031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,10660.0,5.2,,,,,20.41,42460.0,0.8,14.32,16.86,18.85,22.4,27.82,29790.0,35080.0,39210.0,46590.0,57870.0,,,339031,33-0000,Protective Service Occupations,7.459001034044252e-05,452623600.0,0.0047440727621396745
Detailed,33-9032,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment. Excludes “Police Officers” (33-3050) and “Transportation Security Screeners” (33-9093).",,339032,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9032,Security Guards,detailed,1202940.0,0.3,,,,,19.44,40440.0,0.4,13.7,15.22,17.82,21.46,27.6,28500.0,31660.0,37070.0,44630.0,57400.0,,,339032,33-0000,Protective Service Occupations,0.008417195782263784,48646893600.0,0.5098815061575819
Detailed,33-9091,Crossing Guards and Flaggers,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",,339091,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9091,Crossing Guards and Flaggers,detailed,90780.0,2.9,,,,,19.54,40650.0,0.9,13.66,15.23,17.48,21.51,29.18,28400.0,31680.0,36370.0,44750.0,60690.0,,,339091,33-0000,Protective Service Occupations,0.0006352046096346503,3690207000.0,0.038678077138172125
Detailed,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",,339092,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,123560.0,2.1,,,,,15.07,31340.0,0.4,10.94,12.57,14.6,16.97,18.82,22750.0,26150.0,30380.0,35300.0,39150.0,,,339092,33-0000,Protective Service Occupations,0.0008645723900248667,3872370400.0,0.040587381964961436
Detailed,33-9093,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",,339093,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9093,Transportation Security Screeners,detailed,47950.0,1.0,,,,,24.54,51040.0,0.2,19.36,21.43,24.05,26.83,30.19,40270.0,44570.0,50020.0,55810.0,62800.0,,,339093,33-0000,Protective Service Occupations,0.00033551510279776915,2447368000.0,0.02565153886746571
Detailed,33-9094,School Bus Monitors,Maintain order among students on a school bus. Duties include helping students safely board and exit and communicating behavioral problems. May perform pretrip and posttrip inspections and prepare for and assist in emergency evacuations.,,339094,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9094,School Bus Monitors,detailed,72320.0,1.4,,,,,16.33,33970.0,0.4,12.75,14.2,15.93,18.21,19.75,26530.0,29540.0,33130.0,37890.0,41090.0,,,339094,33-0000,Protective Service Occupations,0.0005060365429475425,2456710400.0,0.025749459138023883
Detailed,33-9099,"Protective Service Workers, All Other",All protective service workers not listed separately.,,339099,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,33-9099,"Protective Service Workers, All Other",detailed,82500.0,1.9,,,,,22.8,47420.0,1.5,14.87,16.68,18.93,24.78,34.13,30920.0,34690.0,39360.0,51540.0,70990.0,,,339099,33-0000,Protective Service Occupations,0.0005772679036666518,3912150000.0,0.041004322921749395
Detailed,35-1011,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",,351011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-1011,Chefs and Head Cooks,detailed,172370.0,3.1,,,,,30.12,62640.0,0.9,17.33,21.92,28.33,36.34,45.14,36040.0,45590.0,58920.0,75590.0,93900.0,,,351011,35-0000,Food Preparation and Serving Related Occupations,0.0012061050733941912,10797256800.0,0.11316902585439069
Detailed,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,,351012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,1176540.0,0.6,,,,,20.82,43310.0,0.4,13.86,16.58,18.52,23.41,29.96,28830.0,34480.0,38520.0,48680.0,62320.0,,,351012,35-0000,Food Preparation and Serving Related Occupations,0.008232470053090454,50955947400.0,0.5340833357548347
Detailed,35-2011,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,,352011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2011,"Cooks, Fast Food",detailed,673490.0,1.9,,,,,14.31,29760.0,0.6,10.48,12.0,14.07,16.5,17.56,21800.0,24960.0,29260.0,34320.0,36510.0,,,352011,35-0000,Food Preparation and Serving Related Occupations,0.004712535278066101,20043062400.0,0.21007686387034585
Detailed,35-2012,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",,352012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2012,"Cooks, Institution and Cafeteria",detailed,435640.0,1.0,,,,,17.27,35920.0,0.4,12.16,14.08,16.98,19.39,22.75,25290.0,29280.0,35320.0,40320.0,47310.0,,,352012,35-0000,Food Preparation and Serving Related Occupations,0.003048254418828366,15648188800.0,0.16401298178640955
Detailed,35-2013,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,,352013,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2013,"Cooks, Private Household",detailed,740.0,29.6,,,,,23.94,49790.0,11.8,13.05,16.41,20.48,27.58,42.02,27140.0,34120.0,42590.0,57370.0,87410.0,,,352013,35-0000,Food Preparation and Serving Related Occupations,5.177918166222089e-06,36844600.0,0.0003861784124644218
Detailed,35-2014,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",,352014,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2014,"Cooks, Restaurant",detailed,1412350.0,0.8,,,,,17.34,36060.0,0.4,12.97,14.36,17.2,19.06,22.32,26980.0,29860.0,35780.0,39630.0,46420.0,,,352014,35-0000,Food Preparation and Serving Related Occupations,0.009882476651437523,50929341000.0,0.5338044667397445
Detailed,35-2015,"Cooks, Short Order","Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables. Excludes “Cooks, Fast Food” (35-2011).",,352015,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2015,"Cooks, Short Order",detailed,126370.0,5.0,,,,,16.31,33920.0,1.1,11.21,13.67,16.41,18.39,21.16,23320.0,28430.0,34130.0,38240.0,44010.0,,,352015,35-0000,Food Preparation and Serving Related Occupations,0.0008842344846830883,4286470400.0,0.044927678252653994
Detailed,35-2019,"Cooks, All Other",All cooks not listed separately.,,352019,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2019,"Cooks, All Other",detailed,18650.0,5.8,,,,,18.08,37610.0,1.6,12.85,15.17,17.27,19.69,23.5,26720.0,31550.0,35920.0,40960.0,48880.0,,,352019,35-0000,Food Preparation and Serving Related Occupations,0.00013049753216221887,701426500.0,0.007351844564209566
Detailed,35-2021,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",,352021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-2021,Food Preparation Workers,detailed,879610.0,1.2,,,,,15.85,32960.0,0.4,11.04,13.42,15.59,17.68,20.67,22970.0,27920.0,32420.0,36780.0,42990.0,,,352021,35-0000,Food Preparation and Serving Related Occupations,0.006154795402960286,28991945600.0,0.30387257633582343
Detailed,35-3011,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff.",,353011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3011,Bartenders,detailed,711140.0,1.0,,,,,17.83,37090.0,0.7,9.55,11.47,15.15,20.58,29.43,19870.0,23860.0,31510.0,42800.0,61210.0,,,353011,35-0000,Food Preparation and Serving Related Occupations,0.004975979357739428,26376182600.0,0.27645604303859195
Detailed,35-3023,Fast Food and Counter Workers,"Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages. Counter attendants who also wait tables are included in “Waiters and Waitresses” (35-3031),",,353023,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3023,Fast Food and Counter Workers,detailed,3676580.0,0.6,,,,,14.48,30110.0,0.6,10.67,12.64,14.2,16.55,17.73,22190.0,26280.0,29540.0,34430.0,36880.0,,,353023,35-0000,Food Preparation and Serving Related Occupations,0.025725716718336226,110701823800.0,1.160296341173473
Detailed,35-3031,Waiters and Waitresses,Take orders and serve food and beverages to patrons at tables in dining establishment. Excludes “Fast Food and Counter Workers” (35-3023).,,353031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3031,Waiters and Waitresses,detailed,2237850.0,0.8,,,,,17.56,36530.0,0.7,8.94,11.43,15.36,20.0,28.89,18600.0,23770.0,31940.0,41600.0,60100.0,,,353031,35-0000,Food Preparation and Serving Related Occupations,0.015658654281459596,81748660500.0,0.8568302528181332
Detailed,35-3041,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars. Excludes “Fast Food and Counter Workers” (35-3023) and “Door-to-Door Sales Workers, News and Street Vendors, and Related Workers” (41-9091).",,353041,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-3041,"Food Servers, Nonrestaurant",detailed,267840.0,1.1,,,,,16.27,33840.0,0.5,11.77,13.77,15.92,17.68,21.03,24480.0,28640.0,33110.0,36780.0,43740.0,,,353041,35-0000,Food Preparation and Serving Related Occupations,0.0018741264887039517,9063705600.0,0.09499919770204833
Detailed,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",,359011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,483390.0,2.5,,,,,15.74,32730.0,0.7,10.33,12.64,14.99,17.22,21.43,21490.0,26290.0,31180.0,35820.0,44580.0,,,359011,35-0000,Food Preparation and Serving Related Occupations,0.0033823700842839127,15821354700.0,0.16582798133464657
Detailed,35-9021,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils.",,359021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9021,Dishwashers,detailed,463940.0,1.4,,,,,15.22,31650.0,0.5,11.0,13.22,15.0,17.12,18.57,22880.0,27500.0,31200.0,35610.0,38620.0,,,359021,35-0000,Food Preparation and Serving Related Occupations,0.003246274802752805,14683701000.0,0.15390391919798949
Detailed,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Welcome patrons, seat them at tables or in lounge, and help ensure quality of facilities and service.",,359031,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,425020.0,1.2,,,,,14.78,30750.0,0.5,10.35,11.87,14.05,16.67,18.67,21530.0,24690.0,29220.0,34670.0,38830.0,,,359031,35-0000,Food Preparation and Serving Related Occupations,0.002973944295956368,13069365000.0,0.1369836184303284
Detailed,35-9099,"Food Preparation and Serving Related Workers, All Other",All food preparation and serving related workers not listed separately.,,359099,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,86350.0,3.8,,,,,17.03,35430.0,1.3,11.66,14.16,16.29,18.21,21.91,24260.0,29460.0,33870.0,37880.0,45570.0,,,359099,35-0000,Food Preparation and Serving Related Occupations,0.0006042070725044288,3059380500.0,0.03206621064184736
Detailed,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,"Directly supervise and coordinate work activities of cleaning personnel in hotels, hospitals, offices, and other establishments.",,371011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,171120.0,0.6,,,,,24.03,49980.0,0.4,15.9,18.17,22.43,28.51,34.55,33060.0,37790.0,46650.0,59290.0,71870.0,,,371011,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.0011973585900053026,8552577600.0,0.08964192419097439
Detailed,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Directly supervise and coordinate activities of workers engaged in landscaping or groundskeeping activities. Work may involve reviewing contracts to ascertain service, machine, and workforce requirements; answering inquiries from potential customers regarding methods, material, and price ranges; and preparing estimates according to labor, material, and machine costs.",,371012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,126020.0,1.2,,,,,28.33,58920.0,0.5,18.76,22.11,26.8,33.27,39.85,39030.0,45980.0,55740.0,69200.0,82880.0,,,371012,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.0008817854693341995,7425098400.0,0.07782450379442628
Detailed,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",,372011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,2172500.0,0.3,,,,,17.43,36250.0,0.3,12.39,14.22,16.84,19.05,23.18,25770.0,29570.0,35020.0,39630.0,48210.0,,,372011,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.015201388129888497,78753125000.0,0.8254332192264855
Detailed,37-2012,Maids and Housekeeping Cleaners,"Perform any combination of light cleaning duties to maintain private households or commercial establishments, such as hotels and hospitals, in a clean and orderly manner. Duties may include making beds, replenishing linens, cleaning rooms and halls, and vacuuming.",,372012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-2012,Maids and Housekeeping Cleaners,detailed,836230.0,1.2,,,,,16.66,34650.0,0.5,11.79,13.75,16.08,18.09,21.96,24520.0,28600.0,33450.0,37640.0,45680.0,,,372012,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.005851257443432294,28975369500.0,0.30369883766087913
Detailed,37-2019,"Building Cleaning Workers, All Other",All building cleaning workers not listed separately.,,372019,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-2019,"Building Cleaning Workers, All Other",detailed,13740.0,5.9,,,,,21.03,43740.0,1.9,14.14,16.79,19.18,23.01,29.25,29410.0,34910.0,39900.0,47860.0,60840.0,,,372019,37-0000,Building and Grounds Cleaning and Maintenance Occupations,9.614134541066418e-05,600987600.0,0.006299116757375653
Detailed,37-2021,Pest Control Workers,Apply or release chemical solutions or toxic gases and set traps to kill or remove pests and vermin that infest buildings and surrounding areas.,,372021,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-2021,Pest Control Workers,detailed,93760.0,0.9,,,,,21.46,44650.0,0.5,14.75,17.65,20.9,23.27,29.05,30670.0,36710.0,43470.0,48400.0,60430.0,,,372021,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.0006560562260337608,4186384000.0,0.043878645095521626
Detailed,37-3011,Landscaping and Groundskeeping Workers,"Landscape or maintain grounds of property using hand or power tools or equipment. Workers typically perform a variety of tasks, which may include any combination of the following: sod laying, mowing, trimming, planting, watering, fertilizing, digging, raking, sprinkler installation, and installation of mortarless segmental concrete masonry wall units. Excludes “Farmworkers and Laborers, Crop, Nursery, and Greenhouse” (45-2092).",,373011,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-3011,Landscaping and Groundskeeping Workers,detailed,929930.0,0.5,,,,,19.13,39790.0,0.3,13.98,16.25,17.96,21.81,24.66,29070.0,33810.0,37360.0,45350.0,51290.0,,,373011,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.006506893838263388,37001914700.0,0.38782727121450505
Detailed,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Mix or apply pesticides, herbicides, fungicides, or insecticides through sprays, dusts, vapors, soil incorporation, or chemical application on trees, shrubs, lawns, or crops. Usually requires specific training and state or federal certification. Crop dusters are included in “Commercial Pilots” (53-2012).",,373012,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,23520.0,4.4,,,,,21.38,44480.0,0.9,15.17,17.89,21.19,23.62,27.58,31550.0,37210.0,44070.0,49120.0,57370.0,,,373012,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.0001645738314453291,1046169600.0,0.010965192057901
Detailed,37-3013,Tree Trimmers and Pruners,"Using sophisticated climbing and rigging techniques, cut away dead or excess branches from trees or shrubs to maintain right-of-way for roads, sidewalks, or utilities, or to improve appearance, health, and value of tree. Prune or treat trees or shrubs using handsaws, hand pruners, clippers, and power pruners. Works off the ground in the tree canopy and may use truck-mounted lifts. Excludes workers who primarily perform duties of “Landscaping and Groundskeeping Workers” (37-3011) and “Pesticide Handlers, Sprayers, and Applicators, Vegetation” (37-3012).",,373013,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,37-3013,Tree Trimmers and Pruners,detailed,50270.0,4.1,,,,,25.41,52850.0,1.5,16.56,19.58,23.59,29.06,36.47,34450.0,40720.0,49070.0,60450.0,75870.0,,,373013,37-0000,Building and Grounds Cleaning and Maintenance Occupations,0.0003517485759675465,2656769500.0,0.02784633373123594
