O*NET-SOC Code,total_technologies,hot_technologies,in_demand_technologies,unique_tech_categories,hot_tech_ratio,in_demand_ratio,avg_tech_sophistication,category_distribution,tech_intensity_score,SOC_Detailed,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title
25-1124.00,29,9,1,18,0.3103448275862069,0.0344827586206896,0.6551724137931034,"{'Graphics or photo imaging software': 2, 'Desktop publishing software': 2, 'Dictionary software': 1, 'Music or sound editing software': 1, 'Computer based training software': 6, 'Data base user interface and query software': 1, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Foreign language software': 1, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Desktop communications software': 1, 'Internet browser software': 1, 'Video conferencing software': 1}",7.744016227180528,25-1124,"Foreign Language and Literature Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary"
25-1125.00,23,7,1,14,0.3043478260869565,0.0434782608695652,0.6086956521739131,"{'Computer based training software': 6, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Data base user interface and query software': 1, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Geographic information system': 1, 'Optical character reader OCR or scanning software': 1, 'Web platform development software': 1, 'Map creation software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Internet browser software': 1}",7.169309462915602,25-1125,"History Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary"
25-1126.00,24,6,1,13,0.25,0.0416666666666666,0.7083333333333334,"{'Computer based training software': 6, 'Calendar and scheduling software': 1, 'Word processing software': 4, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Analytical or scientific software': 1, 'Optical character reader OCR or scanning software': 1, 'Data base user interface and query software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Dictionary software': 1, 'Internet browser software': 1}",7.171078431372549,25-1126,"Philosophy and Religion Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1120,"Arts, Communications, History, and Humanities Teachers, Postsecondary"
25-1192.00,21,7,1,13,0.3333333333333333,0.0476190476190476,0.5714285714285714,"{'Computer based training software': 5, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Data base management system software': 1, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Web page creation and editing software': 1, 'Internet browser software': 1, 'Video conferencing software': 1}",7.178711484593838,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers
25-1193.00,24,8,1,15,0.3333333333333333,0.0416666666666666,0.5833333333333334,"{'Computer based training software': 6, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Video creation and editing software': 1, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Web page creation and editing software': 1, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Project management software': 1, 'Development environment software': 1, 'Data base user interface and query software': 1, 'Internet browser software': 1}",7.379411764705882,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers
25-1194.00,27,6,3,15,0.2222222222222222,0.1111111111111111,0.4814814814814814,"{'Computer based training software': 7, 'Data base user interface and query software': 2, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Information retrieval or search software': 2, 'Desktop communications software': 1, 'Electronic mail software': 2, 'Project management software': 1, 'Instant messaging software': 1, 'Optical character reader OCR or scanning software': 1, 'Medical software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Internet browser software': 1}",5.900217864923747,25-1194,"Career/Technical Education Teachers, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-1000,Postsecondary Teachers,25-1190,Miscellaneous Postsecondary Teachers
25-2011.00,20,3,0,11,0.15,0.0,0.2,"{'Computer based training software': 6, 'Desktop communications software': 4, 'Electronic mail software': 1, 'Video creation and editing software': 1, 'Project management software': 1, 'Video conferencing software': 1, 'Mobile messaging service software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Word processing software': 1, 'Multi-media educational software': 2}",3.4411764705882355,25-2011,"Preschool Teachers, Except Special Education",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2010,Preschool and Kindergarten Teachers
25-2012.00,9,5,0,8,0.5555555555555556,0.0,0.5555555555555556,"{'Desktop communications software': 1, 'Computer based training software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Multi-media educational software': 1}",8.75686274509804,25-2012,"Kindergarten Teachers, Except Special Education",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2010,Preschool and Kindergarten Teachers
25-2021.00,30,7,0,15,0.2333333333333333,0.0,0.5,"{'Data base user interface and query software': 1, 'Computer based training software': 5, 'Desktop communications software': 3, 'Multi-media educational software': 4, 'Electronic mail software': 2, 'Video creation and editing software': 2, 'Project management software': 1, 'Word processing software': 2, 'Cloud-based data access and sharing software': 2, 'Video conferencing software': 1, 'Graphics or photo imaging software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 2, 'Internet browser software': 1}",6.245098039215686,25-2021,"Elementary School Teachers, Except Special Education",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2020,Elementary and Middle School Teachers
25-2022.00,35,10,0,18,0.2857142857142857,0.0,0.5142857142857142,"{'Video creation and editing software': 4, 'Operating system software': 1, 'Computer based training software': 6, 'Data base user interface and query software': 1, 'Desktop communications software': 3, 'Analytical or scientific software': 1, 'Electronic mail software': 2, 'Web page creation and editing software': 1, 'Project management software': 1, 'Word processing software': 2, 'Cloud-based data access and sharing software': 2, 'Video conferencing software': 2, 'Graphics or photo imaging software': 1, 'Multi-media educational software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 2, 'Internet browser software': 1}",7.07563025210084,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2020,Elementary and Middle School Teachers
25-2023.00,96,71,0,34,0.7395833333333334,0.0,1.6875,"{'Data base management system software': 6, 'Data base user interface and query software': 7, 'Storage networking software': 1, 'Cloud-based management software': 2, 'Expert system software': 1, 'Development environment software': 9, 'Object or component oriented development software': 11, 'Application server software': 4, 'Web platform development software': 8, 'Enterprise application integration software': 3, 'Cloud-based data access and sharing software': 1, 'Project management software': 1, 'Operating system software': 8, 'Computer based training software': 5, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Analytical or scientific software': 2, 'Program testing software': 4, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'File versioning software': 1, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Process mapping and design software': 1, 'Enterprise resource planning ERP software': 2, 'Object oriented data base management software': 1, 'Configuration management software': 1, 'Customer relationship management CRM software': 1, 'Graphical user interface development software': 1, 'Business intelligence and data analysis software': 1, 'Clustering software': 1, 'Internet browser software': 1}",20.350980392156863,25-2023,"Career/Technical Education Teachers, Middle School",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2020,Elementary and Middle School Teachers
25-2031.00,24,5,0,15,0.2083333333333333,0.0,0.9166666666666666,"{'Development environment software': 2, 'Data base user interface and query software': 2, 'Computer based training software': 4, 'Analytical or scientific software': 2, 'Electronic mail software': 1, 'Video creation and editing software': 3, 'Project management software': 1, 'Cloud-based data access and sharing software': 2, 'Video conferencing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Multi-media educational software': 1, 'Internet browser software': 1}",7.79607843137255,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2030,Secondary School Teachers
25-2032.00,23,7,0,13,0.3043478260869565,0.0,0.5217391304347826,"{'Computer aided design CAD software': 1, 'Computer based training software': 6, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Information retrieval or search software': 2, 'Desktop communications software': 1, 'Multi-media educational software': 2, 'Electronic mail software': 2, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Internet browser software': 1}",6.73452685421995,25-2032,"Career/Technical Education Teachers, Secondary School",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2030,Secondary School Teachers
25-2051.00,13,5,0,10,0.3846153846153846,0.0,0.9230769230769232,"{'Data base user interface and query software': 1, 'Computer based training software': 1, 'Graphics or photo imaging software': 1, 'Electronic mail software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Device drivers or system software': 2, 'Internet browser software': 1}",9.073303167420816,25-2051,"Special Education Teachers, Preschool",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2050,Special Education Teachers
25-2055.00,22,5,0,11,0.2272727272727272,0.0,0.6363636363636364,"{'Data base user interface and query software': 2, 'Computer based training software': 4, 'Graphics or photo imaging software': 1, 'Electronic mail software': 2, 'Voice recognition software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Device drivers or system software': 4, 'Internet browser software': 1}",6.489839572192513,25-2055,"Special Education Teachers, Kindergarten",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2050,Special Education Teachers
25-2056.00,22,5,0,11,0.2272727272727272,0.0,0.6363636363636364,"{'Data base user interface and query software': 2, 'Computer based training software': 4, 'Graphics or photo imaging software': 1, 'Electronic mail software': 2, 'Voice recognition software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Device drivers or system software': 4, 'Internet browser software': 1}",6.489839572192513,25-2056,"Special Education Teachers, Elementary School",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2050,Special Education Teachers
25-2057.00,23,6,1,16,0.2608695652173913,0.0434782608695652,0.4782608695652174,"{'Operating system software': 1, 'Data base user interface and query software': 1, 'Computer based training software': 5, 'Electronic mail software': 1, 'Video creation and editing software': 2, 'Project management software': 1, 'Spell checkers': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 2, 'Cloud-based data access and sharing software': 1, 'Word processing software': 1, 'Device drivers or system software': 2, 'Multi-media educational software': 1, 'Voice recognition software': 1, 'Internet browser software': 1}",6.08235294117647,25-2057,"Special Education Teachers, Middle School",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2050,Special Education Teachers
25-2058.00,21,12,3,17,0.5714285714285714,0.1428571428571428,0.8571428571428571,"{'Document management software': 1, 'Graphics or photo imaging software': 2, 'Desktop publishing software': 1, 'Electronic mail software': 2, 'Web page creation and editing software': 1, 'Spell checkers': 1, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Cloud-based data access and sharing software': 1, 'Word processing software': 2, 'Device drivers or system software': 2, 'Computer based training software': 1, 'Video creation and editing software': 1, 'Voice recognition software': 1, 'Internet browser software': 1}",10.988235294117644,25-2058,"Special Education Teachers, Secondary School",25-0000,Educational Instruction and Library Occupations,25-2000,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",25-2050,Special Education Teachers
25-2059.01,11,6,0,8,0.5454545454545454,0.0,1.181818181818182,"{'Data base user interface and query software': 3, 'Electronic mail software': 2, 'Web page creation and editing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Internet browser software': 1}",11.881283422459893,25-2059,,,,,,,
25-3011.00,22,10,2,15,0.4545454545454545,0.0909090909090909,0.6818181818181818,"{'Graphics or photo imaging software': 1, 'Computer based training software': 5, 'Desktop communications software': 1, 'Multi-media educational software': 2, 'Web page creation and editing software': 1, 'Project management software': 1, 'Office suite software': 2, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Desktop publishing software': 1, 'Word processing software': 2, 'Enterprise resource planning ERP software': 1, 'Internet browser software': 1, 'Video conferencing software': 1}",8.989839572192514,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",25-0000,Educational Instruction and Library Occupations,25-3000,Other Teachers and Instructors,25-3010,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors"
25-3021.00,22,8,0,15,0.3636363636363636,0.0,0.9545454545454546,"{'Document management software': 1, 'Web page creation and editing software': 1, 'Graphics or photo imaging software': 2, 'Data base user interface and query software': 2, 'Computer based training software': 2, 'Electronic mail software': 1, 'Project management software': 1, 'Web platform development software': 1, 'Spreadsheet software': 1, 'Internet browser software': 2, 'Office suite software': 1, 'Presentation software': 1, 'Video creation and editing software': 3, 'Word processing software': 2, 'Multi-media educational software': 1}",9.444385026737969,25-3021,Self-Enrichment Teachers,25-0000,Educational Instruction and Library Occupations,25-3000,Other Teachers and Instructors,25-3020,Self-Enrichment Teachers
25-3031.00,14,3,0,9,0.2142857142857142,0.0,0.2142857142857142,"{'Computer based training software': 5, 'Desktop communications software': 1, 'Video creation and editing software': 1, 'Project management software': 1, 'Video conferencing software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Multi-media educational software': 2}",3.873109243697479,25-3031,"Substitute Teachers, Short-Term",25-0000,Educational Instruction and Library Occupations,25-3000,Other Teachers and Instructors,25-3030,"Substitute Teachers, Short-Term"
25-3041.00,24,6,0,16,0.25,0.0,0.625,"{'Computer based training software': 3, 'Calendar and scheduling software': 1, 'Data base user interface and query software': 3, 'Analytical or scientific software': 1, 'Multi-media educational software': 3, 'Electronic mail software': 1, 'Web page creation and editing software': 1, 'Video creation and editing software': 2, 'Project management software': 1, 'Cloud-based data access and sharing software': 1, 'Video conferencing software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Internet browser software': 1}",6.754411764705883,25-3041,Tutors,25-0000,Educational Instruction and Library Occupations,25-3000,Other Teachers and Instructors,25-3040,Tutors
25-4011.00,32,13,3,15,0.40625,0.09375,1.625,"{'Data base user interface and query software': 9, 'Document management software': 2, 'Graphics or photo imaging software': 4, 'Desktop publishing software': 1, 'Video creation and editing software': 2, 'Web platform development software': 2, 'Development environment software': 1, 'Geographic information system': 2, 'Enterprise application integration software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 2, 'Word processing software': 2, 'Internet browser software': 1}",13.693382352941176,25-4011,Archivists,25-0000,Educational Instruction and Library Occupations,25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians"
25-4012.00,46,21,2,19,0.4565217391304347,0.0434782608695652,1.8043478260869563,"{'Document management software': 1, 'Graphics or photo imaging software': 6, 'Desktop publishing software': 2, 'Operating system software': 2, 'Data base user interface and query software': 16, 'Computer aided design CAD software': 1, 'Office suite software': 2, 'Project management software': 1, 'Enterprise application integration software': 1, 'Web page creation and editing software': 2, 'Spreadsheet software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Development environment software': 1, 'Word processing software': 2, 'Object or component oriented development software': 3, 'Analytical or scientific software': 1, 'Calendar and scheduling software': 1, 'Internet browser software': 1}",15.75166240409207,25-4012,Curators,25-0000,Educational Instruction and Library Occupations,25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians"
25-4013.00,18,12,0,12,0.6666666666666666,0.0,1.6666666666666667,"{'Document management software': 1, 'Graphics or photo imaging software': 3, 'Desktop publishing software': 1, 'Computer aided design CAD software': 1, 'Data base user interface and query software': 4, 'Web platform development software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Object oriented data base management software': 1, 'Word processing software': 2}",15.84705882352941,25-4013,Museum Technicians and Conservators,25-0000,Educational Instruction and Library Occupations,25-4000,"Librarians, Curators, and Archivists",25-4010,"Archivists, Curators, and Museum Technicians"
25-4022.00,83,27,3,25,0.3253012048192771,0.036144578313253,1.2289156626506024,"{'Document management software': 1, 'Video creation and editing software': 4, 'Graphics or photo imaging software': 5, 'Web page creation and editing software': 6, 'Desktop publishing software': 4, 'Data base user interface and query software': 16, 'Computer aided design CAD software': 1, 'Web platform development software': 7, 'Library software': 17, 'Information retrieval or search software': 3, 'Analytical or scientific software': 2, 'Electronic mail software': 2, 'Enterprise application integration software': 1, 'Office suite software': 2, 'Computer based training software': 1, 'Spreadsheet software': 1, 'Presentation software': 1, 'Cloud-based data access and sharing software': 1, 'Process mapping and design software': 1, 'Operating system software': 1, 'Word processing software': 2, 'Object or component oriented development software': 1, 'Development environment software': 1, 'Internet browser software': 1, 'Video conferencing software': 1}",13.30347271438696,25-4022,Librarians and Media Collections Specialists,25-0000,Educational Instruction and Library Occupations,25-4000,"Librarians, Curators, and Archivists",25-4020,Librarians and Media Collections Specialists
25-4031.00,30,11,2,13,0.3666666666666666,0.0666666666666666,1.1,"{'Document management software': 1, 'Web page creation and editing software': 1, 'Graphics or photo imaging software': 2, 'Desktop publishing software': 2, 'Data base user interface and query software': 6, 'Library software': 8, 'Electronic mail software': 1, 'Word processing software': 4, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Operating system software': 1, 'Internet browser software': 1}",10.57843137254902,25-4031,Library Technicians,25-0000,Educational Instruction and Library Occupations,25-4000,"Librarians, Curators, and Archivists",25-4030,Library Technicians
25-9021.00,17,10,1,14,0.5882352941176471,0.0588235294117647,1.0,"{'Web page creation and editing software': 1, 'Geographic information system': 2, 'Graphics or photo imaging software': 1, 'Multi-media educational software': 1, 'Enterprise resource planning ERP software': 2, 'Spreadsheet software': 1, 'Internet browser software': 2, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Project management software': 1, 'Word processing software': 1, 'Procurement software': 1, 'Data base user interface and query software': 1}",11.682352941176472,25-9021,Farm and Home Management Educators,25-0000,Educational Instruction and Library Occupations,25-9000,Other Educational Instruction and Library Occupations,25-9020,Farm and Home Management Educators
25-9031.00,88,23,6,28,0.2613636363636363,0.0681818181818181,0.7840909090909091,"{'Document management software': 2, 'Development environment software': 1, 'Video creation and editing software': 9, 'Computer based training software': 22, 'Network conferencing software': 3, 'Graphics or photo imaging software': 5, 'Web page creation and editing software': 5, 'Desktop publishing software': 4, 'Presentation software': 3, 'Graphical user interface development software': 1, 'Music or sound editing software': 2, 'Data base user interface and query software': 3, 'Web platform development software': 6, 'Office suite software': 2, 'Desktop communications software': 1, 'Multi-media educational software': 3, 'Electronic mail software': 2, 'Project management software': 3, 'Enterprise application integration software': 1, 'Human resources software': 1, 'Spreadsheet software': 2, 'Cloud-based data access and sharing software': 1, 'Process mapping and design software': 1, 'Word processing software': 1, 'Object or component oriented development software': 1, 'Data base management system software': 1, 'Charting software': 1, 'Internet browser software': 1}",10.675267379679145,25-9031,Instructional Coordinators,25-0000,Educational Instruction and Library Occupations,25-9000,Other Educational Instruction and Library Occupations,25-9030,Instructional Coordinators
25-9042.00,30,5,0,16,0.1666666666666666,0.0,0.4666666666666667,"{'Computer based training software': 6, 'Data base user interface and query software': 3, 'Desktop communications software': 3, 'Electronic mail software': 2, 'Video creation and editing software': 2, 'Project management software': 1, 'Video conferencing software': 1, 'Spell checkers': 1, 'Calendar and scheduling software': 1, 'Multi-media educational software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Device drivers or system software': 2, 'Internet browser software': 1}",5.411764705882353,25-9042,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",25-0000,Educational Instruction and Library Occupations,25-9000,Other Educational Instruction and Library Occupations,25-9040,Teaching Assistants
25-9043.00,31,5,0,16,0.1612903225806451,0.0,0.5161290322580645,"{'Computer based training software': 6, 'Data base user interface and query software': 4, 'Desktop communications software': 3, 'Electronic mail software': 2, 'Video creation and editing software': 2, 'Project management software': 1, 'Video conferencing software': 1, 'Spell checkers': 1, 'Calendar and scheduling software': 1, 'Multi-media educational software': 2, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Device drivers or system software': 2, 'Internet browser software': 1}",5.652371916508538,25-9043,"Teaching Assistants, Special Education",25-0000,Educational Instruction and Library Occupations,25-9000,Other Educational Instruction and Library Occupations,25-9040,Teaching Assistants
25-9044.00,22,10,2,13,0.4545454545454545,0.0909090909090909,0.8636363636363636,"{'Graphics or photo imaging software': 1, 'Computer based training software': 5, 'Calendar and scheduling software': 1, 'Word processing software': 3, 'Information retrieval or search software': 2, 'Electronic mail software': 2, 'Analytical or scientific software': 2, 'Optical character reader OCR or scanning software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Data base user interface and query software': 1, 'Internet browser software': 1}",9.898930481283424,25-9044,"Teaching Assistants, Postsecondary",25-0000,Educational Instruction and Library Occupations,25-9000,Other Educational Instruction and Library Occupations,25-9040,Teaching Assistants
27-1011.00,52,24,9,22,0.4615384615384615,0.173076923076923,1.4230769230769231,"{'Document management software': 1, 'Development environment software': 1, 'Video creation and editing software': 7, 'Graphics or photo imaging software': 5, 'Web page creation and editing software': 4, 'Desktop publishing software': 3, 'Web platform development software': 10, 'Presentation software': 4, 'Operating system software': 1, 'Network conferencing software': 1, 'Project management software': 1, 'Computer aided design CAD software': 2, 'Analytical or scientific software': 1, 'Graphical user interface development software': 1, 'Object or component oriented development software': 1, 'Mobile operator specific application software': 3, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Word processing software': 1, 'Program testing software': 1, 'Internet browser software': 1}",14.177828054298642,27-1011,Art Directors,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers
27-1012.00,12,1,0,8,0.0833333333333333,0.0,1.8333333333333333,"{'Computer aided design CAD software': 5, 'Electronic mail software': 1, 'Web page creation and editing software': 1, 'Analytical or scientific software': 1, 'Point of sale POS software': 1, 'Graphics or photo imaging software': 1, 'Instant messaging software': 1, 'Internet browser software': 1}",10.56470588235294,27-1012,Craft Artists,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers
27-1013.00,53,19,3,22,0.3584905660377358,0.0566037735849056,1.7735849056603774,"{'Document management software': 2, 'Development environment software': 3, 'Video creation and editing software': 1, 'Graphics or photo imaging software': 17, 'Web page creation and editing software': 2, 'Desktop publishing software': 2, 'Data base user interface and query software': 4, 'Computer aided design CAD software': 4, 'Object or component oriented development software': 3, 'Desktop communications software': 1, 'Point of sale POS software': 1, 'Electronic mail software': 1, 'Enterprise application integration software': 1, 'Instant messaging software': 2, 'Web platform development software': 2, 'Accounting software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Configuration management software': 1, 'Internet browser software': 1, 'Project management software': 1}",14.946947835738069,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers
27-1014.00,129,28,12,18,0.2170542635658914,0.0930232558139534,1.9612403100775195,"{'Graphics or photo imaging software': 69, 'Document management software': 1, 'Development environment software': 12, 'Video creation and editing software': 11, 'Web page creation and editing software': 3, 'Web platform development software': 10, 'Desktop publishing software': 2, 'Operating system software': 3, 'Computer aided design CAD software': 6, 'Object or component oriented development software': 4, 'Enterprise application integration software': 1, 'Graphical user interface development software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Process mapping and design software': 1, 'Word processing software': 1, 'Configuration management software': 1}",18.047332421340627,27-1014,Special Effects Artists and Animators,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1010,Artists and Related Workers
27-1021.00,62,30,9,26,0.4838709677419355,0.1451612903225806,1.7741935483870968,"{'Computer aided manufacturing CAM software': 4, 'Document management software': 1, 'Video creation and editing software': 5, 'Graphics or photo imaging software': 8, 'Desktop publishing software': 3, 'Development environment software': 4, 'Operating system software': 1, 'Computer aided design CAD software': 10, 'Object or component oriented development software': 4, 'Web platform development software': 3, 'Financial analysis software': 1, 'Desktop communications software': 1, 'Electronic mail software': 2, 'Geographic information system': 1, 'Graphical user interface development software': 1, 'Analytical or scientific software': 3, 'Process mapping and design software': 1, 'Data base user interface and query software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Presentation software': 1, 'Project management software': 1, 'Word processing software': 1, 'Enterprise resource planning ERP software': 1, 'Cloud-based data access and sharing software': 1, 'Internet browser software': 1}",16.62732447817837,27-1021,Commercial and Industrial Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-1022.00,29,14,8,14,0.4827586206896552,0.2758620689655172,2.0689655172413794,"{'Document management software': 1, 'Graphics or photo imaging software': 7, 'Desktop publishing software': 1, 'Computer aided design CAD software': 10, 'Accounting software': 1, 'Web platform development software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 1, 'Analytical or scientific software': 1, 'Program testing software': 1, 'Internet browser software': 1}",16.537119675456392,27-1022,Fashion Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
27-1023.00,13,6,0,12,0.4615384615384615,0.0,0.5384615384615384,"{'Web page creation and editing software': 1, 'Inventory management software': 1, 'Spreadsheet software': 1, 'Office suite software': 1, 'Electronic mail software': 1, 'Presentation software': 1, 'Word processing software': 2, 'Point of sale POS software': 1, 'Procurement software': 1, 'Time accounting software': 1, 'Accounting software': 1, 'Internet browser software': 1}",7.919457013574662,27-1023,Floral Designers,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",27-1000,Art and Design Workers,27-1020,Designers
