SOC Code,detailed_title,major_code,major_title,minor_code,minor_title,broad_code,broad_title,normalized_SOC_Code,normalized_major_code,normalized_minor_code,normalized_broad_code
29-1031,Dietitians and Nutritionists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1030,Dietitians and Nutritionists,291031,29,291,2910
29-1041,Optometrists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1040,Optometrists,291041,29,291,2910
29-1051,Pharmacists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1050,Pharmacists,291051,29,291,2910
29-1071,Physician Assistants,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1070,Physician Assistants,291071,29,291,2910
29-1081,Podiatrists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1080,Podiatrists,291081,29,291,2910
29-1122,Occupational Therapists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291122,29,291,2911
29-1123,Physical Therapists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291123,29,291,2911
29-1124,Radiation Therapists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291124,29,291,2911
29-1125,Recreational Therapists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291125,29,291,2911
29-1126,Respiratory Therapists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291126,29,291,2911
29-1127,Speech-Language Pathologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291127,29,291,2911
29-1128,Exercise Physiologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291128,29,291,2911
29-1129,"Therapists, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1120,Therapists,291129,29,291,2911
29-1131,Veterinarians,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1130,Veterinarians,291131,29,291,2911
29-1141,Registered Nurses,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1140,Registered Nurses,291141,29,291,2911
29-1151,Nurse Anesthetists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1150,Nurse Anesthetists,291151,29,291,2911
29-1161,Nurse Midwives,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1160,Nurse Midwives,291161,29,291,2911
29-1171,Nurse Practitioners,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1170,Nurse Practitioners,291171,29,291,2911
29-1181,Audiologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1180,Audiologists,291181,29,291,2911
29-1211,Anesthesiologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291211,29,291,2912
29-1212,Cardiologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291212,29,291,2912
29-1213,Dermatologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291213,29,291,2912
29-1214,Emergency Medicine Physicians,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291214,29,291,2912
29-1215,Family Medicine Physicians,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291215,29,291,2912
29-1216,General Internal Medicine Physicians,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291216,29,291,2912
29-1217,Neurologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291217,29,291,2912
29-1218,Obstetricians and Gynecologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1210,Physicians,291218,29,291,2912
29-1221,"Pediatricians, General",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,,,291221,29,291,2912
29-1222,"Physicians, Pathologists",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,,,291222,29,291,2912
29-1223,Psychiatrists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,,,291223,29,291,2912
29-1224,Radiologists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,,,291224,29,291,2912
29-1229,"Physicians, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,,,291229,29,291,2912
29-1241,"Ophthalmologists, Except Pediatric",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1240,Surgeons,291241,29,291,2912
29-1242,"Orthopedic Surgeons, Except Pediatric",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1240,Surgeons,291242,29,291,2912
29-1243,Pediatric Surgeons,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1240,Surgeons,291243,29,291,2912
29-1249,"Surgeons, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1240,Surgeons,291249,29,291,2912
29-1291,Acupuncturists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,291291,29,291,2912
29-1292,Dental Hygienists,29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,291292,29,291,2912
29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-1000,Healthcare Diagnosing or Treating Practitioners,29-1290,Miscellaneous Healthcare Diagnosing or Treating Practitioners,291299,29,291,2912
29-2011,Medical and Clinical Laboratory Technologists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2010,Clinical Laboratory Technologists and Technicians,292011,29,292,2920
29-2012,Medical and Clinical Laboratory Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2010,Clinical Laboratory Technologists and Technicians,292012,29,292,2920
29-2031,Cardiovascular Technologists and Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292031,29,292,2920
29-2032,Diagnostic Medical Sonographers,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292032,29,292,2920
29-2033,Nuclear Medicine Technologists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292033,29,292,2920
29-2034,Radiologic Technologists and Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292034,29,292,2920
29-2035,Magnetic Resonance Imaging Technologists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292035,29,292,2920
29-2036,Medical Dosimetrists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2030,Diagnostic Related Technologists and Technicians,292036,29,292,2920
29-2042,Emergency Medical Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2040,Emergency Medical Technicians and Paramedics,292042,29,292,2920
29-2043,Paramedics,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2040,Emergency Medical Technicians and Paramedics,292043,29,292,2920
29-2051,Dietetic Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292051,29,292,2920
29-2052,Pharmacy Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292052,29,292,2920
29-2053,Psychiatric Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292053,29,292,2920
29-2055,Surgical Technologists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292055,29,292,2920
29-2056,Veterinary Technologists and Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292056,29,292,2920
29-2057,Ophthalmic Medical Technicians,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2050,Health Practitioner Support Technologists and Technicians,292057,29,292,2920
29-2061,Licensed Practical and Licensed Vocational Nurses,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2060,Licensed Practical and Licensed Vocational Nurses,292061,29,292,2920
29-2072,Medical Records Specialists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2070,Medical Records Specialists,292072,29,292,2920
29-2081,"Opticians, Dispensing",29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2080,"Opticians, Dispensing",292081,29,292,2920
29-2091,Orthotists and Prosthetists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2090,Miscellaneous Health Technologists and Technicians,292091,29,292,2920
29-2092,Hearing Aid Specialists,29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2090,Miscellaneous Health Technologists and Technicians,292092,29,292,2920
29-2099,"Health Technologists and Technicians, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-2000,Health Technologists and Technicians,29-2090,Miscellaneous Health Technologists and Technicians,292099,29,292,2920
29-9021,Health Information Technologists and Medical Registrars,29-0000,Healthcare Practitioners and Technical Occupations,29-9000,Other Healthcare Practitioners and Technical Occupations,29-9020,Health Information Technologists and Medical Registrars,299021,29,299,2990
29-9091,Athletic Trainers,29-0000,Healthcare Practitioners and Technical Occupations,29-9000,Other Healthcare Practitioners and Technical Occupations,29-9090,Miscellaneous Health Practitioners and Technical Workers,299091,29,299,2990
29-9092,Genetic Counselors,29-0000,Healthcare Practitioners and Technical Occupations,29-9000,Other Healthcare Practitioners and Technical Occupations,29-9090,Miscellaneous Health Practitioners and Technical Workers,299092,29,299,2990
29-9093,Surgical Assistants,29-0000,Healthcare Practitioners and Technical Occupations,29-9000,Other Healthcare Practitioners and Technical Occupations,29-9090,Miscellaneous Health Practitioners and Technical Workers,299093,29,299,2990
29-9099,"Healthcare Practitioners and Technical Workers, All Other",29-0000,Healthcare Practitioners and Technical Occupations,29-9000,Other Healthcare Practitioners and Technical Occupations,29-9090,Miscellaneous Health Practitioners and Technical Workers,299099,29,299,2990
31-1121,Home Health Aides,31-0000,Healthcare Support Occupations,,,31-1120,Home Health and Personal Care Aides,311121,31,311,3111
31-1122,Personal Care Aides,31-0000,Healthcare Support Occupations,,,31-1120,Home Health and Personal Care Aides,311122,31,311,3111
31-1131,Nursing Assistants,31-0000,Healthcare Support Occupations,,,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",311131,31,311,3111
31-1132,Orderlies,31-0000,Healthcare Support Occupations,,,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",311132,31,311,3111
31-1133,Psychiatric Aides,31-0000,Healthcare Support Occupations,,,31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",311133,31,311,3111
31-2011,Occupational Therapy Assistants,31-0000,Healthcare Support Occupations,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,31-2010,Occupational Therapy Assistants and Aides,312011,31,312,3120
31-2012,Occupational Therapy Aides,31-0000,Healthcare Support Occupations,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,31-2010,Occupational Therapy Assistants and Aides,312012,31,312,3120
31-2021,Physical Therapist Assistants,31-0000,Healthcare Support Occupations,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,31-2020,Physical Therapist Assistants and Aides,312021,31,312,3120
31-2022,Physical Therapist Aides,31-0000,Healthcare Support Occupations,31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,31-2020,Physical Therapist Assistants and Aides,312022,31,312,3120
31-9011,Massage Therapists,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9010,Massage Therapists,319011,31,319,3190
31-9091,Dental Assistants,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319091,31,319,3190
31-9092,Medical Assistants,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319092,31,319,3190
31-9093,Medical Equipment Preparers,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319093,31,319,3190
31-9094,Medical Transcriptionists,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319094,31,319,3190
31-9095,Pharmacy Aides,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319095,31,319,3190
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319096,31,319,3190
31-9097,Phlebotomists,31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319097,31,319,3190
31-9099,"Healthcare Support Workers, All Other",31-0000,Healthcare Support Occupations,31-9000,Other Healthcare Support Occupations,31-9090,Miscellaneous Healthcare Support Occupations,319099,31,319,3190
33-1011,First-Line Supervisors of Correctional Officers,33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1010,First-Line Supervisors of Law Enforcement Workers,331011,33,331,3310
33-1012,First-Line Supervisors of Police and Detectives,33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1010,First-Line Supervisors of Law Enforcement Workers,331012,33,331,3310
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1020,First-Line Supervisors of Firefighting and Prevention Workers,331021,33,331,3310
33-1091,First-Line Supervisors of Security Workers,33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",331091,33,331,3310
33-1099,"First-Line Supervisors of Protective Service Workers, All Other",33-0000,Protective Service Occupations,33-1000,Supervisors of Protective Service Workers,33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",331099,33,331,3310
33-2011,Firefighters,33-0000,Protective Service Occupations,33-2000,Firefighting and Prevention Workers,33-2010,Firefighters,332011,33,332,3320
33-2021,Fire Inspectors and Investigators,33-0000,Protective Service Occupations,33-2000,Firefighting and Prevention Workers,33-2020,Fire Inspectors,332021,33,332,3320
33-2022,Forest Fire Inspectors and Prevention Specialists,33-0000,Protective Service Occupations,33-2000,Firefighting and Prevention Workers,33-2020,Fire Inspectors,332022,33,332,3320
33-3011,Bailiffs,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3010,"Bailiffs, Correctional Officers, and Jailers",333011,33,333,3330
33-3012,Correctional Officers and Jailers,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3010,"Bailiffs, Correctional Officers, and Jailers",333012,33,333,3330
33-3021,Detectives and Criminal Investigators,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3020,Detectives and Criminal Investigators,333021,33,333,3330
33-3031,Fish and Game Wardens,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3030,Fish and Game Wardens,333031,33,333,3330
33-3041,Parking Enforcement Workers,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3040,Parking Enforcement Workers,333041,33,333,3330
33-3051,Police and Sheriff’s Patrol Officers,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,333051,33,333,3330
33-3052,Transit and Railroad Police,33-0000,Protective Service Occupations,33-3000,Law Enforcement Workers,33-3050,Police Officers,333052,33,333,3330
33-9011,Animal Control Workers,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9010,Animal Control Workers,339011,33,339,3390
33-9021,Private Detectives and Investigators,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9020,Private Detectives and Investigators,339021,33,339,3390
33-9031,Gambling Surveillance Officers and Gambling Investigators,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9030,Security Guards and Gambling Surveillance Officers,339031,33,339,3390
33-9032,Security Guards,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9030,Security Guards and Gambling Surveillance Officers,339032,33,339,3390
33-9091,Crossing Guards and Flaggers,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,339091,33,339,3390
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,339092,33,339,3390
33-9093,Transportation Security Screeners,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,339093,33,339,3390
33-9094,School Bus Monitors,33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,339094,33,339,3390
33-9099,"Protective Service Workers, All Other",33-0000,Protective Service Occupations,33-9000,Other Protective Service Workers,33-9090,Miscellaneous Protective Service Workers,339099,33,339,3390
35-1011,Chefs and Head Cooks,35-0000,Food Preparation and Serving Related Occupations,35-1000,Supervisors of Food Preparation and Serving Workers,35-1010,Supervisors of Food Preparation and Serving Workers,351011,35,351,3510
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,35-0000,Food Preparation and Serving Related Occupations,35-1000,Supervisors of Food Preparation and Serving Workers,35-1010,Supervisors of Food Preparation and Serving Workers,351012,35,351,3510
35-2011,"Cooks, Fast Food",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352011,35,352,3520
35-2012,"Cooks, Institution and Cafeteria",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352012,35,352,3520
35-2013,"Cooks, Private Household",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352013,35,352,3520
35-2014,"Cooks, Restaurant",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352014,35,352,3520
35-2015,"Cooks, Short Order",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352015,35,352,3520
35-2019,"Cooks, All Other",35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2010,Cooks,352019,35,352,3520
35-2021,Food Preparation Workers,35-0000,Food Preparation and Serving Related Occupations,35-2000,Cooks and Food Preparation Workers,35-2020,Food Preparation Workers,352021,35,352,3520
35-3011,Bartenders,35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3010,Bartenders,353011,35,353,3530
35-3023,Fast Food and Counter Workers,35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3020,Fast Food and Counter Workers,353023,35,353,3530
35-3031,Waiters and Waitresses,35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3030,Waiters and Waitresses,353031,35,353,3530
35-3041,"Food Servers, Nonrestaurant",35-0000,Food Preparation and Serving Related Occupations,35-3000,Food and Beverage Serving Workers,35-3040,"Food Servers, Nonrestaurant",353041,35,353,3530
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,359011,35,359,3590
35-9021,Dishwashers,35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9020,Dishwashers,359021,35,359,3590
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",359031,35,359,3590
35-9099,"Food Preparation and Serving Related Workers, All Other",35-0000,Food Preparation and Serving Related Occupations,35-9000,Other Food Preparation and Serving Related Workers,35-9090,Miscellaneous Food Preparation and Serving Related Workers,359099,35,359,3590
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,371011,37,371,3710
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,371012,37,371,3710
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,372011,37,372,3720
37-2012,Maids and Housekeeping Cleaners,37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,372012,37,372,3720
37-2019,"Building Cleaning Workers, All Other",37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2010,Building Cleaning Workers,372019,37,372,3720
37-2021,Pest Control Workers,37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-2000,Building Cleaning and Pest Control Workers,37-2020,Pest Control Workers,372021,37,372,3720
37-3011,Landscaping and Groundskeeping Workers,37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,373011,37,373,3730
37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,373012,37,373,3730
37-3013,Tree Trimmers and Pruners,37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,373013,37,373,3730
37-3019,"Grounds Maintenance Workers, All Other",37-0000,Building and Grounds Cleaning and Maintenance Occupations,37-3000,Grounds Maintenance Workers,37-3010,Grounds Maintenance Workers,373019,37,373,3730
39-1013,First-Line Supervisors of Gambling Services Workers,39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1010,First-Line Supervisors of Entertainment and Recreation Workers,391013,39,391,3910
39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1010,First-Line Supervisors of Entertainment and Recreation Workers,391014,39,391,3910
39-1022,First-Line Supervisors of Personal Service Workers,39-0000,Personal Care and Service Occupations,39-1000,Supervisors of Personal Care and Service Workers,39-1020,First-Line Supervisors of Personal Service Workers,391022,39,391,3910
39-2011,Animal Trainers,39-0000,Personal Care and Service Occupations,39-2000,Animal Care and Service Workers,39-2010,Animal Trainers,392011,39,392,3920
39-2021,Animal Caretakers,39-0000,Personal Care and Service Occupations,39-2000,Animal Care and Service Workers,39-2020,Animal Caretakers,392021,39,392,3920
39-3011,Gambling Dealers,39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gambling Services Workers,393011,39,393,3930
39-3012,Gambling and Sports Book Writers and Runners,39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gambling Services Workers,393012,39,393,3930
39-3019,"Gambling Service Workers, All Other",39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3010,Gambling Services Workers,393019,39,393,3930
39-3021,Motion Picture Projectionists,39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3020,Motion Picture Projectionists,393021,39,393,3930
39-3031,"Ushers, Lobby Attendants, and Ticket Takers",39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3030,"Ushers, Lobby Attendants, and Ticket Takers",393031,39,393,3930
39-3091,Amusement and Recreation Attendants,39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,393091,39,393,3930
39-3092,Costume Attendants,39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,393092,39,393,3930
39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,393093,39,393,3930
39-3099,"Entertainment Attendants and Related Workers, All Other",39-0000,Personal Care and Service Occupations,39-3000,Entertainment Attendants and Related Workers,39-3090,Miscellaneous Entertainment Attendants and Related Workers,393099,39,393,3930
39-4011,Embalmers,39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4010,Embalmers and Crematory Operators,394011,39,394,3940
39-4012,Crematory Operators,39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4010,Embalmers and Crematory Operators,394012,39,394,3940
39-4021,Funeral Attendants,39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4020,Funeral Attendants,394021,39,394,3940
39-4031,"Morticians, Undertakers, and Funeral Arrangers",39-0000,Personal Care and Service Occupations,39-4000,Funeral Service Workers,39-4030,"Morticians, Undertakers, and Funeral Arrangers",394031,39,394,3940
39-5011,Barbers,39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",395011,39,395,3950
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",39-0000,Personal Care and Service Occupations,39-5000,Personal Appearance Workers,39-5010,"Barbers, Hairdressers, Hairstylists and Cosmetologists",395012,39,395,3950
